"doi";"is.referenced.by.count"
"10.1002/ece3.2146";"36"
"10.1890/15-1402.1";"30"
"10.1080/19491034.2019.1644592";"27"
"10.1186/s13059-019-1767-3";"51"
"10.1158/1078-0432.ccr-16-3115";"77"
"10.3389/fmed.2018.00078";"29"
"10.1186/s12885-018-5262-0";"14"
"10.2967/jnumed.119.233163";"16"
"10.1002/ijc.27728";"86"
"10.1073/pnas.1416922112";"126"
"10.3389/fmed.2020.00290";"6"
"10.1080/2162402x.2021.1873530";"3"
"10.1001/jamadermatol.2014.1629";"41"
"10.1001/jamadermatol.2014.1629";"41"
"10.1016/j.jmoldx.2018.07.003";"11"
"10.1016/j.clbc.2018.10.007";"1"
"10.1038/cddis.2017.512";"14"
"10.1038/s41579-020-00508-1";"158"
"10.1016/j.neubiorev.2020.02.015";"13"
"10.1016/j.ejca.2016.04.018";"18"
"10.3390/diagnostics8020031";"82"
"10.1016/j.clbc.2018.10.007";"1"
"10.1038/labinvest.2017.107";"30"
"10.1371/journal.pone.0175563";"12"
"10.1186/s12885-018-5262-0";"14"
"10.1080/2162402x.2017.1345402";"29"
"10.1128/mbio.00598-15";"57"
"10.1371/journal.pone.0161965";"15"
"10.1136/neurintsurg-2015-011927";"23"
"10.3389/fphys.2013.00148";"10"
"10.17221/cjas";"10"
"10.4049/jimmunol.1501876";"18"
"10.1002/ajh.v92.11";"1"
"10.1111/jth.13571";"278"
"10.1056/nejmoa1505533";"390"
"10.1038/s41598-017-14905-9";"14"
"10.1101/135194";"1"
"10.1111/eva.2019.12.issue-5";"0"
"10.1002/ece3.2088";"12"
"10.1111/mec.13798";"24"
"10.1038/srep17084";"21"
"10.3390/nu13072328";"10"
"10.1007/s40620-021-01001-5";"1"
"10.1007/s00240-019-01119-z";"7"
"10.2215/cjn.13861119";"12"
"10.1152/ajprenal.00475.2020";"4"
"10.1242/jcs.168542";"24"
"10.1128/jvi.00733-19";"10"
"10.1038/s41467-019-10404-9";"13"
"10.1038/nature12890";"175"
"10.1093/nar/gku1260";"39"
"10.7554/elife.68583";"34"
"10.1093/gbe/evt134";"4"
"10.1111/emi.2017.19.issue-11";"0"
"10.1038/s41477-020-00813-w";"82"
"10.1038/s41467-018-04755-y";"93"
"10.3389/ffgc.2019.00041";"2"
"10.7554/elife.72865";"13"
"10.1038/s41467-018-05037-3";"23"
"10.1182/blood-2016-05-714329";"18"
"10.1182/blood-2016-03-705590";"27"
"10.1016/s1473-3099(15)00271-6";"34"
"10.1128/aac.00762-18";"7"
"10.1016/s1473-3099(17)30487-5";"40"
"10.1183/13993003.00910-2017";"66"
"10.1111/nph.v224.1";"0"
"10.1002/cjp2.v3.1";"0"
"10.1098/rspb.2017.0631";"33"
"10.1111/ddi.12513";"10"
"10.1111/fwb.13045";"60"
"10.1111/oik.03893";"42"
"10.1038/s41598-019-48637-9";"23"
"10.1111/acer.12451";"1"
"10.1242/jcs.259088";"1"
"10.1074/mcp.m113.034819";"33"
"10.1016/j.toxicon.2019.11.010";"3"
"10.1016/j.jbc.2021.100684";"3"
"10.21203/rs.3.rs-2411408/v1";"0"
"10.1074/jbc.m116.739771";"28"
"10.1016/j.coi.2018.03.018";"55"
"10.1038/s41388-018-0129-z";"18"
"10.1002/rth2.12238";"39"
"10.1016/j.rse.2018.11.009";"7"
"10.1080/1747423x.2020.1841844";"4"
"10.1016/j.ecoser.2021.101249";"6"
"10.1016/j.envsoft.2020.104658";"20"
"10.1016/j.envsci.2019.10.003";"26"
"10.1093/infdis/jiu607";"43"
"10.1111/nph.13887";"36"
"10.1111/tpj.13479";"37"
"10.1093/gbe/evx098";"14"
"10.1097/01.tp.0000581356.15579.cd";"0"
"10.1186/s12877-015-0175-0";"56"
"10.1371/journal.pone.0191292";"23"
"10.1016/j.neuropsychologia.2016.04.017";"8"
"10.1111/jdi.2014.5.issue-2";"2"
"10.1073/pnas.1301175110";"565"
"10.3390/pathogens10121531";"1"
"10.2337/db17-0116";"28"
"10.3390/ijms21186648";"15"
"10.1210/en.2018-00892";"18"
"10.3390/ijms20235963";"6"
"10.1038/s41467-019-13217-y";"10"
"10.1097/tp.0000000000002909";"19"
"10.1093/sleep/zsaa085";"1"
"10.1179/2057331615z.0000000009";"8"
"10.4414/smw.2021.w30105";"13"
"10.1016/j.mce.2013.08.016";"16"
"10.1038/s41586-018-0578-0";"272"
"10.1371/journal.pbio.3000004";"23"
"10.1073/pnas.2015083117";"30"
"10.1097/mol.0000000000000118";"0"
"10.1016/j.jcmgh.2019.08.004";"26"
"10.3389/fimmu.2018.01365";"22"
"10.1136/gutjnl-2016-313458";"15"
"10.1002/bies.201600093";"37"
"10.1002/ece3.2209";"20"
"10.1080/09540121.2021.1998313";"1"
"10.1017/s0950268821002053";"7"
"10.1007/s10461-022-03645-1";"0"
"10.1080/09540121.2021.1966693";"1"
"10.1007/s11071-021-07186-5";"1"
"10.4414/smw.2021.w30058";"11"
"10.1038/gim.2017.154";"32"
"10.1242/dev.171736";"37"
"10.3389/fphar.2015.00066";"19"
"10.1038/mp.2016.84";"58"
"10.1101/gad.314245.118";"16"
"10.1007/s00424-016-1913-7";"24"
"10.1037/xlm0001033";"3"
"10.1242/jeb.143974";"7"
"10.3389/fnins.2014.00044";"56"
"10.1016/j.ymben.2018.05.016";"44"
"10.1371/journal.pntd.0002913";"36"
"10.3390/biomedicines9091081";"4"
"10.1016/j.rehab.2017.11.001";"8"
"10.1155/2017/7407241";"45"
"10.1126/sciadv.aaz4137";"92"
"10.1038/s41592-018-0238-1";"242"
"10.1126/science.aav2567";"33"
"10.1038/nature24021";"91"
"10.1182/blood-2015-06-654194";"156"
"10.1038/ncb3237";"117"
"10.1038/nbt.3713";"151"
"10.1038/nmeth.4182";"137"
"10.1371/journal.pntd.0006562";"26"
"10.1016/s1473-3099(18)30220-2";"17"
"10.1161/circulationaha.117.030625";"1"
"10.1515/psr-2016-0006";"0"
"10.1111/eci.12401";"26"
"10.1016/j.febslet.2013.05.013";"54"
"10.3389/fphys.2012.00212";"59"
"10.1007/s00265-017-2324-2";"34"
"10.1098/rspb.2015.1971";"18"
"10.1037/com0000063.supp";"0"
"10.1111/eth.12636";"8"
"10.1016/j.anbehav.2016.01.006";"7"
"10.1098/rstb.2015.0472";"16"
"10.1098/rstb.2015.0084";"92"
"10.3389/fpsyt.2022.1058814";"0"
"10.1159/000343382";"11"
"10.1158/1078-0432.ccr-18-3041";"24"
"10.7554/elife.46041";"46"
"10.1038/s41586-021-03973-7";"36"
"10.1016/j.cell.2020.05.030";"9"
"10.1016/j.jad.2021.12.132";"7"
"10.3390/brainsci11010061";"8"
"10.1038/ncomms12260";"534"
"10.1098/rspb.2018.1715";"20"
"10.1016/j.dib.2019.104132";"21"
"10.1038/s41380-018-0118-1";"36"
"10.1016/j.neuroimage.2021.117895";"12"
"10.1038/s41398-021-01310-0";"1"
"10.1002/hbm.v40.7";"3"
"10.1038/s41598-019-39515-5";"21"
"10.1172/jci98215";"363"
"10.1194/jlr.ilr120000876";"9"
"10.1094/phyto-12-21-0530-r";"3"
"10.3389/fmicb.2021.684664";"9"
"10.2340/00015555-2002";"5"
"10.1155/2016/9717530";"25"
"10.1111/bjd.2016.175.issue-5";"6"
"10.1161/strokeaha.120.030696";"23"
"10.1016/j.media.2020.101888";"11"
"10.1038/s41598-019-55218-3";"21"
"10.3390/jof7010061";"79"
"10.3389/fmicb.2020.00369";"32"
"10.1038/s41467-020-16219-3";"33"
"10.3389/fimmu.2020.00986";"12"
"10.1007/978-3-319-56154-7_33";"2"
"10.1093/gbe/evab077";"3"
"10.1371/journal.pcbi.1007553";"16"
"10.1093/gbe/evaa127";"10"
"10.1093/nar/gkaa1007";"81"
"10.1098/rspb.2017.2176";"35"
"10.1111/evo.13209";"16"
"10.1111/mec.2019.28.issue-5";"0"
"10.1016/j.ympev.2018.06.028";"28"
"10.1111/febs.2018.285.issue-15";"0"
"10.1017/s0031182017001032";"13"
"10.1186/s12864-016-2528-2";"17"
"10.1007/s00216-015-9294-x";"15"
"10.1371/journal.pone.0233425";"16"
"10.3389/fmicb.2019.00102";"13"
"10.1101/2022.06.17.496574";"1"
"10.1038/s42003-022-04236-5";"0"
"10.1002/wnan.v11.6";"0"
"10.1038/nchem.2596";"230"
"10.1186/s12864-015-2179-8";"22"
"10.1097/meg.0000000000001072";"26"
"10.1038/s41395-018-0360-9";"30"
"10.1038/s41598-018-33452-5";"14"
"10.1093/ecco-jcc/jjy118";"14"
"10.1038/nature14953";"170"
"10.1172/jci.insight.138772";"18"
"10.3390/cancers12061431";"1"
"10.1177/0961203314558862";"0"
"10.1159/000430200";"9"
"10.1124/pr.115.012062";"164"
"10.3390/ijms19061663";"33"
"10.1136/bmjopen-2021-053163";"3"
"10.1002/eji.201344245";"19"
"10.1038/ncomms7217";"37"
"10.1080/21645515.2015.1008930";"8"
"10.1017/s0007114515005188";"16"
"10.1038/ncomms11310";"100"
"10.1016/j.molcel.2015.12.025";"37"
"10.1016/j.jmb.2017.02.008";"112"
"10.1016/j.cub.2016.09.015";"57"
"10.1038/ncomms15964";"76"
"10.12688/f1000research";"176"
"10.3389/fvets.2018.00285";"13"
"10.1016/j.ijpara.2017.09.002";"1"
"10.1042/bj20140719";"14"
"10.17236/sat00163";"5"
"10.1111/all.14707";"7"
"10.1002/clt2.12030";"4"
"10.1111/all.14711";"85"
"10.1016/j.jaci.2017.11.005";"160"
"10.4168/aair.2020.12.1.56";"64"
"10.22203/ecm.v041a29";"8"
"10.1080/17476348.2018.1505507";"27"
"10.1016/j.smim.2019.101333";"225"
"10.1111/all.14429";"337"
"10.1111/all.14725";"19"
"10.1111/all.13660";"240"
"10.1016/j.alit.2019.08.013";"30"
"10.1002/prp2.837";"16"
"10.1111/all.14445";"3"
"10.1111/all.14665";"15"
"10.1038/s41467-019-13751-9";"106"
"10.1111/vde.12939";"2"
"10.1111/all.14842";"22"
"10.1007/s10545-016-9987-0";"11"
"10.1016/j.mvr.2020.104067";"6"
"10.1111/sms.2018.28.issue-7";"0"
"10.1038/ncomms12628";"46"
"10.1016/j.bbadis.2016.10.016";"24"
"10.1038/s41467-018-04735-2";"37"
"10.1007/s10545-014-9803-7";"34"
"10.1016/j.molcel.2018.10.036";"75"
"10.1101/2020.02.10.941757";"8"
"10.1016/j.cels.2018.09.001";"20"
"10.1038/s41467-023-37341-y";"0"
"10.1126/science.abi6378";"13"
"10.1016/j.coi.2018.03.018";"55"
"10.1016/j.celrep.2018.12.002";"46"
"10.3390/s18103565";"4"
"10.1016/j.mce.2015.01.008";"4"
"10.1109/tbme.10";"102"
"10.1089/mdr.2018.0153";"11"
"10.1128/jcm.00609-21";"7"
"10.1016/j.diagmicrobio.2019.114919";"4"
"10.1002/path.4325";"77"
"10.3390/ijms140815233";"77"
"10.1111/nph.13967";"83"
"10.1128/jvi.01496-14";"19"
"10.1094/mpmi-07-17-0164-r";"15"
"10.3390/cancers11121985";"10"
"10.1038/s42003-022-03708-y";"4"
"10.1371/journal.ppat.1006476";"14"
"10.1038/s41684-019-0327-5";"2"
"10.2340/00015555-2264";"19"
"10.1016/j.xjidi.2021.100069";"6"
"10.1080/2162402x.2018.1435226";"32"
"10.1038/nrendo.2017.78";"65"
"10.1111/mec.2019.28.issue-8";"0"
"10.1111/mec.2017.26.issue-19";"0"
"10.1111/men.2017.17.issue-4";"0"
"10.1038/s41579-018-0112-2";"480"
"10.1038/ncomms11220";"373"
"10.1038/s41586-020-2307-8";"87"
"10.1101/2020.07.07.191452";"1"
"10.1097/wco.0000000000000721";"2"
"10.1371/journal.pntd.0007978";"8"
"10.1136/bmjgh-2022-009389";"3"
"10.1099/mic.0.000452";"28"
"10.1038/s41467-018-03690-2";"77"
"10.1002/mbo3.774";"13"
"10.1186/s12885-021-08425-z";"0"
"10.1016/j.canlet.2018.12.001";"17"
"10.1126/sciadv.abe9716";"31"
"10.1113/jp273610";"3"
"10.1210/jc.2017-02449";"31"
"10.1007/s00198-016-3829-7";"47"
"10.1534/genetics.118.300769";"0"
"10.1001/jamapsychiatry.2019.0248";"10"
"10.1016/j.jclinepi.2018.05.002";"10"
"10.1016/j.neuroimage.2021.117735";"3"
"10.1016/j.ijcard.2020.12.012";"3"
"10.1212/wnl.0000000000005471";"21"
"10.1371/journal.pone.0198450";"10"
"10.1177/2047487320906305";"12"
"10.1136/bmjopen-2020-038828";"6"
"10.1016/j.neurobiolaging.2020.05.006";"4"
"10.1111/ajt.14971";"4"
"10.1371/journal.pgen.1003567";"126"
"10.1111/myc.12296";"36"
"10.1016/j.pmedr.2018.05.012";"5"
"10.1530/ec-19-0251";"1"
"10.3390/nu13030768";"5"
"10.7554/elife.24476";"65"
"10.1016/j.vaccine.2017.01.079";"34"
"10.1186/s12904-016-0156-x";"9"
"10.1186/1472-6963-13-116";"43"
"10.1109/coase.2016.7743504";"7"
"10.1083/jcb.201507099";"50"
"10.1371/journal.pone.0147634";"46"
"10.1093/ndt/gfab217";"0"
"10.1111/jnc.2014.131.issue-2";"0"
"10.1021/acsnano.7b04216";"15"
"10.1038/nature16993";"58"
"10.1002/bies.201700241";"49"
"10.1186/s13630-016-0031-7";"3"
"10.1007/s00415-015-7648-0";"75"
"10.1074/jbc.m115.710616";"14"
"10.1038/s41559-021-01550-9";"19"
"10.1659/mrd-journal-d-19-00075.1";"16"
"10.1038/s41586-019-1048-z";"240"
"10.1371/journal.pone.0170176";"32"
"10.1038/s41467-017-00509-4";"134"
"10.1111/ele.12443";"209"
"10.1017/s0031182014001486";"76"
"10.1016/j.ttbdis.2015.02.007";"37"
"10.1038/s41592-019-0554-0";"133"
"10.1016/j.cell.2020.08.013";"250"
"10.1371/journal.pone.0062459";"173"
"10.1016/j.jns.2016.01.055";"14"
"10.1371/journal.pbio.3000968";"9"
"10.1016/j.sbi.2022.102422";"4"
"10.7326/m22-1507";"24"
"10.1371/journal.pmed.1003987";"14"
"10.1101/2022.01.20.22269581";"3"
"10.1101/2023.01.12.23284434";"0"
"10.1093/ndt/gfaa091";"14"
"10.3390/metabo12010057";"1"
"10.1016/j.immuni.2016.02.021";"84"
"10.15252/embj.201798518";"53"
"10.1101/202218";"1"
"10.1038/ncomms10471";"82"
"10.1016/j.neuroimage.2017.12.007";"34"
"10.1038/s41467-018-04853-x";"61"
"10.1126/science.aaa3870";"238"
"10.1371/journal.pbio.1002557";"82"
"10.1111/aji.12384";"0"
"10.7150/ijms.21666";"371"
"10.1007/5584_2018_219";"53"
"10.1002/lt.v23.8";"0"
"10.1038/s41559-019-0907-1";"45"
"10.1037/com0000102.supp";"0"
"10.3389/fmicb.2015.00101";"17"
"10.7150/ijbs.20240";"47"
"10.1016/j.tjog.2016.06.019";"48"
"10.1016/j.ceb.2018.06.004";"12"
"10.15252/embj.201694696";"666"
"10.1016/j.str.2017.05.010";"15"
"10.3390/cancers9110152";"28"
"10.1242/jcs.232124";"10"
"10.1097/meg.0000000000001197";"5"
"10.4081/gh.2014.9";"21"
"10.1038/s41398-021-01409-4";"3"
"10.1111/evo.12891";"22"
"10.1038/hdy.2014.100";"17"
"10.1371/journal.pbio.1001899";"788"
"10.1126/science.aah3783";"110"
"10.1038/s41467-017-02576-z";"72"
"10.7554/elife.57915";"4"
"10.1172/jci80477";"116"
"10.1007/s10682-019-10016-1";"10"
"10.1038/s41467-018-08232-4";"29"
"10.1111/ddi.12544";"26"
"10.1038/cddis.2016.134";"36"
"10.1073/pnas.1417320112";"426"
"10.1016/j.ebiom.2016.01.019";"74"
"10.1016/j.celrep.2016.09.072";"19"
"10.1016/j.immuni.2019.04.019";"153"
"10.1084/jem.20170545";"67"
"10.1210/en.2013-2038";"23"
"10.1155/2013/621249";"16"
"10.1007/s00125-013-3073-z";"12"
"10.1155/2015/176526";"8"
"10.4049/jimmunol.1501522";"23"
"10.1159/000364877";"22"
"10.1002/cbic.201300228";"44"
"10.1074/jbc.m114.618694";"53"
"10.3390/ijms19020591";"17"
"10.1371/journal.pone.0112332";"12"
"10.1016/j.jtcvs.2015.01.065";"5"
"10.1097/jto.0000000000000661";"47"
"10.1093/ejcts/ezv398";"35"
"10.1111/mec.13706";"39"
"10.1007/s10592-016-0825-6";"14"
"10.1016/j.actatropica.2015.05.019";"22"
"10.1002/cne.v527.12";"0"
"10.1016/j.jprot.2013.05.037";"14"
"10.1016/j.apsoil.2016.07.017";"43"
"10.1111/1365-2745.12580";"61"
"10.1111/1365-2745.12664";"60"
"10.1104/pp.15.00112";"64"
"10.1111/jec.2018.106.issue-1";"1"
"10.1089/mdr.2020.0391";"10"
"10.1007/s15010-019-01326-1";"12"
"10.1016/j.gaitpost.2018.04.044";"6"
"10.1093/nar/gkv283";"66"
"10.1186/s13072-016-0055-7";"24"
"10.1016/j.ccell.2019.03.005";"17"
"10.1002/stem.2719";"6"
"10.1016/j.stemcr.2020.06.022";"12"
"10.1073/pnas.1508738112";"109"
"10.1534/genetics.120.303774";"10"
"10.1038/s41467-020-15413-7";"10"
"10.1038/s41375-019-0441-9";"23"
"10.1016/j.parkreldis.2021.11.034";"4"
"10.1016/j.schres.2019.06.020";"21"
"10.1098/rsos.140498";"8"
"10.1016/j.cub.2016.01.057";"1"
"10.1111/mec.14248";"17"
"10.1016/j.ympev.2014.10.009";"66"
"10.1073/pnas.1417803112";"119"
"10.1073/pnas.1807049115";"184"
"10.1073/pnas.1912386116";"25"
"10.3389/fimmu.2016.00684";"13"
"10.1016/s0016-5085(16)30295-5";"0"
"10.1016/j.brs.2019.01.007";"4"
"10.3389/fimmu.2019.00327";"115"
"10.1038/s41598-017-04263-x";"22"
"10.3389/fimmu.2020.01263";"4"
"10.1096/fj.202001605r";"13"
"10.3389/fmicb.2017.00994";"20"
"10.1016/j.jconrel.2017.07.047";"175"
"10.1002/jia2.2019.22.issue-8";"0"
"10.1038/s41590-018-0200-5";"70"
"10.1126/science.aaa4282";"334"
"10.1002/acn3.218";"36"
"10.1111/jvim.v34.2";"0"
"10.1038/s41366-019-0408-y";"4"
"10.1152/ajpregu.00004.2019";"7"
"10.1016/j.appet.2019.104515";"0"
"10.1007/978-1-0716-0385-7";"0"
"10.1038/s41598-018-36119-3";"4"
"10.1016/j.bpj.2021.11.866";"0"
"10.1161/circresaha.121.319094";"11"
"10.1021/acs.biochem.8b00511";"18"
"10.1085/jgp.201812155";"28"
"10.1186/s13012-018-0839-1";"8"
"10.1016/j.celrep.2023.112220";"0"
"10.1016/j.jpeds.2017.05.075";"21"
"10.1371/journal.pone.0093931";"6"
"10.1371/journal.pone.0076945";"17"
"10.1038/s41598-018-27791-6";"40"
"10.1042/bst20150213";"37"
"10.1074/jbc.m115.647776";"22"
"10.4161/auto.19496";"2699"
"10.1242/jcs.184382";"25"
"10.1016/j.tmaid.2020.101832";"24"
"10.1159/000445289";"11"
"10.3389/fimmu.2021.684967";"13"
"10.1002/hep.31499";"6"
"10.1080/14737175.2022.2053112";"1"
"10.1007/s10143-021-01655-6";"6"
"10.1002/1878-0261.12614";"5"
"10.4414/smw.2021.20468";"3"
"10.3390/biology9030059";"9"
"10.4161/onci.29312";"14"
"10.1093/hmg/ddw282";"10"
"10.3389/fimmu.2017.01233";"23"
"10.1103/physrevlett.110.178103";"33"
"10.1159/000501855";"4"
"10.1159/000506052";"5"
"10.1007/s00424-018-2246-5";"22"
"10.1073/pnas.2105004118";"16"
"10.1063/5.0082656";"15"
"10.1038/s41556-019-0397-z";"45"
"10.1016/j.jpba.2018.01.017";"25"
"10.1038/s41467-020-16429-9";"42"
"10.3389/fimmu.2023.1072142";"0"
"10.3389/fmicb.2021.678389";"0"
"10.1016/j.molcel.2017.09.030";"135"
"10.1111/apt.12996";"0"
"10.1093/cercor/bhx059";"25"
"10.1038/nbt0216-210c";"15"
"10.1371/journal.pgen.1006023";"38"
"10.1016/j.celrep.2019.08.100";"23"
"10.1093/neuros/nyaa218";"1"
"10.1371/journal.ppat.1006825";"11"
"10.1038/s41593-018-0325-8";"369"
"10.1038/s41559-017-0248-x";"576"
"10.1111/1365-2664.12874";"125"
"10.1016/j.isci.2022.104297";"1"
"10.1039/c4ib00152d";"33"
"10.1159/000487393";"16"
"10.1016/j.imlet.2014.01.011";"10"
"10.1002/eji.201344022";"17"
"10.1016/j.biotechadv.2012.02.001";"132"
"10.1016/j.cub.2016.05.024";"5"
"10.1016/j.cortex.2019.01.007";"8"
"10.1002/eji.201344408";"13"
"10.1111/mpp.12391";"6"
"10.1016/j.immuni.2021.12.013";"190"
"10.1016/j.jid.2019.04.028";"3"
"10.5826/dpc.1101i";"0"
"10.14814/phy2.14177";"2"
"10.1152/ajprenal.00002.2016";"27"
"10.3390/nu11081930";"0"
"10.1002/ddr.21609";"9"
"10.1038/ncomms10938";"73"
"10.2533/chimia.2015.196";"5"
"10.1039/c6lc00649c";"32"
"10.1084/jem.20172049";"77"
"10.1038/s41419-020-2497-x";"52"
"10.1111/all.13950";"28"
"10.1084/jem.20190706";"35"
"10.1017/s0950268821001242";"4"
"10.1111/jvh.2018.25.issue-1";"0"
"10.1159/000504847";"47"
"10.1194/jlr.m092072";"9"
"10.1002/jlb.2019.105.issue-4";"1"
"10.3389/fimmu.2022.826515";"13"
"10.1101/585695";"1"
"10.1111/trf.14148";"20"
"10.3390/ijms22094677";"10"
"10.1016/j.biopsycho.2019.05.006";"9"
"10.1007/s00018-016-2250-x";"212"
"10.1104/pp.15.00792";"6"
"10.1007/s40336-018-0297-4";"3"
"10.4414/smw.2018.14621";"1"
"10.1038/s41467-019-11664-1";"36"
"10.3188/szf.2018.0166";"1"
"10.1101/2021.11.08.467800";"0"
"10.1016/j.tetlet.2021.153007";"2"
"10.1021/jacs.1c13568";"17"
"10.1016/j.jsb.2017.08.009";"10"
"10.1038/s41598-019-52121-9";"9"
"10.1021/acs.biochem.2c00083";"1"
"10.1038/s41467-020-15413-7";"10"
"10.1038/s41379-020-00712-7";"7"
"10.1245/s10434-017-5858-7";"23"
"10.1159/000481255";"8"
"10.1038/s41572-020-0213-x";"76"
"10.1159/000522053";"0"
"10.1016/j.clinms.2018.04.001";"8"
"10.1111/hiv.12828";"11"
"10.1016/j.coi.2022.102185";"3"
"10.1038/s41385-020-00373-4";"3"
"10.1111/1462-2920.16145";"0"
"10.1371/journal.pone.0067076";"19"
"10.1074/jbc.m115.638080";"11"
"10.3791/60218";"0"
"10.1177/1545968314520721";"16"
"10.14814/phy2.12418";"28"
"10.3188/szf.2017.0049";"0"
"10.1186/s12898-016-0078-8";"23"
"10.3389/fpsyt.2020.574131";"7"
"10.1038/s41598-021-89335-9";"20"
"10.1098/rspb.2021.1456";"8"
"10.1158/0008-5472.can-14-1106";"22"
"10.1007/978-3-030-59722-1_38";"21"
"10.1126/science.aaa2148";"56"
"10.1073/pnas.1418549112";"122"
"10.3390/plants7030065";"15"
"10.1038/s41477-017-0039-z";"11"
"10.1002/jmor.20640";"20"
"10.1002/ajpa.23847";"5"
"10.1073/pnas.1422922112";"46"
"10.1007/s10980-018-0678-0";"10"
"10.1016/bs.aecr.2018.01.001";"99"
"10.1111/ele.14124";"3"
"10.1016/j.molimm.2019.07.031";"21"
"10.1177/1479164120903044";"7"
"10.1159/000439417";"8"
"10.1016/j.cmet.2013.03.015";"194"
"10.1016/j.nmd.2012.09.009";"8"
"10.1038/ncomms15470";"43"
"10.1098/rstb.2016.0186";"31"
"10.1021/acs.jproteome.8b00895";"16"
"10.3389/fimmu.2016.00378";"324"
"10.1021/acs.jproteome.5b00432";"41"
"10.1111/mec.2019.28.issue-9";"0"
"10.1016/j.cub.2020.04.070";"49"
"10.1002/lno.v63.2";"1"
"10.3390/su13052611";"8"
"10.7176/jesd/11-6-08";"0"
"10.18280/ijsdp.150414";"5"
"10.1111/jbi.13164";"25"
"10.3390/ijms19082225";"20"
"10.1111/obr.12512";"23"
"10.1002/aps3.11290";"3"
"10.1038/s41586-018-0590-4";"1628"
"10.1016/j.neuroimage.2014.11.028";"86"
"10.1016/j.neuropsychologia.2021.108109";"1"
"10.1016/j.conb.2016.09.006";"8"
"10.1177/0957154x14546606";"14"
"10.1111/pce.12828";"24"
"10.1038/jcbfm.2014.251";"20"
"10.1007/s00421-014-2837-6";"9"
"10.1111/ajt.16585";"8"
"10.1371/journal.pone.0245372";"20"
"10.1097/sla.0000000000001968";"10"
"10.1111/liv.2019.39.issue-7";"1"
"10.1210/er.2016-1105";"71"
"10.1016/j.mib.2018.08.002";"43"
"10.1126/sciimmunol.abc7191";"93"
"10.3109/02688697.2014.918579";"24"
"10.1016/j.isci.2022.105528";"0"
"10.1038/s41467-020-19076-2";"26"
"10.1158/2159-8290.cd-20-1355";"2"
"10.1158/2326-6066.cir-18-0505";"75"
"10.1038/s41467-018-08242-2";"74"
"10.1111/ibi.12585";"83"
"10.3389/fmicb.2015.01295";"90"
"10.20870/oeno-one.2018.52.3.2120";"13"
"10.15252/embj.201899847";"143"
"10.12688/f1000research";"176"
"10.3410/f.732025723.793539416";"0"
"10.3389/fneur.2018.00717";"29"
"10.1109/access.2021.3058297";"7"
"10.1089/ars.2016.6685";"38"
"10.3410/f.729490140.793538500";"0"
"10.1017/pao.2017.16";"3"
"10.1371/journal.ppat.1007250";"47"
"10.1002/marc.202000658";"10"
"10.1371/journal.pgen.1007371";"36"
"10.1189/jlb.2a0715-307r";"34"
"10.1002/eji.201646366";"20"
"10.1093/hmg/ddw433";"4"
"10.1038/s41467-019-10936-0";"131"
"10.1128/jvi.02176-19";"8"
"10.1002/iid3.62";"17"
"10.1136/bmjopen-2019-033573";"1"
"10.1111/jgs.17677";"7"
"10.1002/art.39857";"23"
"10.1038/s41388-020-01508-4";"15"
"10.1016/j.tim.2014.10.004";"34"
"10.1073/pnas.1521582113";"96"
"10.1038/s41388-019-1081-2";"18"
"10.1016/j.heares.2016.09.005";"5"
"10.1021/acs.est.8b00851";"43"
"10.3324/haematol.2019.246348";"0"
"10.1016/j.bbagrm.2020.194550";"5"
"10.1182/blood-2017-05-786962";"8"
"10.1097/hs9.0000000000000051";"12"
"10.1128/spectrum.01478-22";"1"
"10.3390/ijms20020453";"29"
"10.1371/journal.pone.0102890";"4"
"10.3389/fimmu.2016.00299";"9"
"10.1016/j.chembiol.2016.07.021";"26"
"10.1016/j.bbamcr.2019.118562";"6"
"10.3390/ijms19010295";"9"
"10.1111/nph.16653";"22"
"10.1101/049619";"1"
"10.3791/55525";"3"
"10.3389/fphys.2018.00288";"9"
"10.1038/s41467-022-32509-4";"4"
"10.1016/j.jclinepi.2016.07.016";"113"
"10.1007/978-1-4939-2309-0_7";"1"
"10.3389/fpsyt.2014.00191";"20"
"10.1016/j.schres.2017.03.018";"25"
"10.1016/j.nicl.2017.10.017";"20"
"10.1007/s10096-021-04397-x";"14"
"10.3390/antibiotics11121681";"1"
"10.1128/jcm.01531-18";"21"
"10.1016/j.diagmicrobio.2018.04.010";"43"
"10.1016/j.diagmicrobio.2020.115127";"5"
"10.1038/s41588-019-0360-8";"106"
"10.1002/smll.201902347";"20"
"10.1111/eth.2018.124.issue-11";"0"
"10.3389/fpls.2019.00422";"25"
"10.1016/j.biomaterials.2018.10.031";"38"
"10.1021/acsnano.0c08384";"62"
"10.1039/c5nr06122a";"85"
"10.4049/jimmunol.1500079";"24"
"10.1080/2162402x.2016.1230578";"56"
"10.1016/j.ijpharm.2017.11.031";"41"
"10.1038/ncomms13404";"487"
"10.3748/wjg.v22.i14.3735";"11"
"10.1080/2162402x.2016.1177691";"41"
"10.1158/0008-5472.can-19-2330";"18"
"10.1016/j.cub.2019.06.039";"46"
"10.1007/s11103-019-00902-1";"15"
"10.1074/jbc.ra118.002532";"21"
"10.3389/fpls.2019.01078";"20"
"10.1104/pp.18.00055";"20"
"10.1146/annurev-neuro-070815-013851";"247"
