GrantNumber;UseInspired_Comment;UseInspired_Inventor;UseInspired_LicenseType;UseInspired_Owner;UseInspired_PatentDecisionDate;UseInspired_PatentNumber;UseInspired_PatentOwnerDescription;UseInspired_PatentStatus;UseInspired_PriorityDate;UseInspired_ReviewerActivityType;UseInspired_Title;UseInspired_Type;UseInspired_Url;UseInspired_Year;UseInspiredId
172669;;"Ferri, Davide; Kröcher, Oliver; Nachtegaal, Maarten; Wierzbicki, Dominik Kazimierz";;Research institution;;EP 21 17 7194;Paul Scherrer Institut;Pending;2021-06-01T00:00:00Z;;Isolated metal species in metal-zeolite catalytic material for low temperature SCR of NOx with NH3;Patent;;2021;4EEEB056-C56F-4322-9610-326A581B7E23
159437;"Member of the steering committee for the evaluation of the service ""Plateforme Consultation de Couple Vaud"".
";;;;;;;;;Other administration / public sector;Etat de Vaud;Expert/reviewer activity;;2015;2DC3B74B-6755-41DD-A6CE-CF124FF6F551
164326;Member of the scientific evaluation panel “CE33 : Interaction, Robotics”;;;;;;;;;Other administration / public sector;French National Research Agency;Expert/reviewer activity;;2017;AE49B933-56B2-456D-A006-D4E243916737
159311;"Einladung zum Fachgesprach der Kultusministerkonferenz und des Mercator-Instituts fur Sprachforderung und Deutsch als Zweitsprache in Kooperation mit dem Leibniz-Forschungsverbund Bildungspotenziale, gefordert von der Stiftung Mercator
Ziel des Fachgesprächs: Bildungspolitik und -wissenschaft kommen in verschiedenen Workshopformaten miteinander ins Gespräch, um Fragen zentraler bildungspolitischer Bedeutung zu erörtern (Berlin)
Afra Sturm leitet den Workshop zu basalen Schreibfähigkeiten";;;;;;;;;Other administration / public sector;Mercator Institut für Sprachförderung und Deutsch als Zweitsprache;Expert/reviewer activity;;2018;95BB760C-5194-4285-ADFE-2028BCF5A4C6
143630;;;;;;;;;;;"We built and made publicly available a high-precision network emulator.
";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://wiki.epfl.ch/line/documents/line.html;;98D19DA6-3AB0-4CE0-923B-388C6F12EE6E
156453;;;;;;;;;;;"Parts of the research funded in this proposal have been directly applied to teach and train 12+ students each year in directed molecular evolution and thorough biophysical analyses of enzyme variants in the intensive research-based laboratory courses ""Biological Chemistry A: Technologies for Directed Evolution"" and ""Biological Chemistry B: New Enzymes from Directed Evolution Experiments"" (currently the top rated course of 116 by the ETH students of the Department).";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://www.kast.ethz.ch/teaching/additional-information-for-laboratory-courses.html;;18312320-2751-40A1-B89E-59088ED45A92
125175;;;;Research institution;;European patent application No. 11154461.5;;;2011-04-06T00:00:00Z;;Upconversion IR -  Visible;Patent;;2011;95EE4AC1-D85A-4D97-9C3A-27658D17F314
152751;;;;;;;;;;;"Die Projektmitarbeitenden und -leiterinnen konnten zwischen HS 2015 und FS 2018 text- und videobasierte Zugänge, Analysen und Ergebnisse des Projekts mit Bezug auf inklusionspädagogische Fragen in der Lehre an der PH FHNW folgender Modulgruppen – mit grosser Resonanz bei den Studierenden – einsetzen: ""Heil- und Sonderpädagogik"" der BA-Studiengängen (v.a. Sekundarstufe), ""Integrative Didaktik und Spezielle Förderung"" sowie ""Forschung und Entwicklung"" des MA-Studiengangs Sonderpädagogik.";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;6E481C5D-D296-40AE-9C88-7F04CD905EB3
150050;;;;;;;;;;;iTrace: software to enable eye tracking on software artifacts within the IDE to support software engineering tasks;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;4F617AF0-4F75-40C7-8A2F-8741EEA88545
188801;;;Other;;;;;;;;Rapid Polymyxin Acinetobacter test;Licences (software and other);;2021;A325C9E5-26A4-417E-BF54-74207A974576
156530;;;Software;;;;;;;;DAI Annotation Tool (Taras Zakarko);Licences (software and other);https://github.com/IVS-UZH/DAI-anno-tool;2018;0317147F-4EE2-448B-9D7A-820E6A817AB8
153234;Visiting Committee of the CRAL/Observatoire de Lyon;;;;;;;;;Other administration / public sector;Agence d'évaluation de la recherche et de l'enseignement supérieur;Expert/reviewer activity;http://www.aeres-evaluation.fr;2015;D65ED50F-935C-41A5-BC1F-8201E721226F
159579;"Identifying synergistic genetic biocontrol options for Cyprinus carpio in Australia

The aims of the project are to review and compare genetic biocontrol options available for pest fish and particularly for carp (Cyprinus carpio) in Australia. The review shall assist the Science Advisory Group of the National Carp Control Plan (NCCP) and other decision-makers to identify suitable techniques or approaches for potential inclusion in the NCCP.";;;;;;;;;Other administration / public sector;National Carp Control Plan, Fisheries Research and Development Corporation, Australian Government;Expert/reviewer activity;;2018;408FAAA5-29E3-4AB1-8820-752D473DEF97
149259;;;;;;;;;;;"Food image dataset and food classification Android App for the paper:
Ashutosh Singla, Lin Yuan, and Touradj Ebrahimi. “Food/Non-food Image Classification and Food Categorization using Pre-Trained GoogLeNet Model"". In Proceedings of the 2nd International Workshop on Multimedia Assisted Dietary Management (MADiMa ’16). DOI: https://doi.org/10.1145/2986035.2986039";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://mmspg.epfl.ch/food-image-datasets;;592060A1-1D82-4999-9E68-7BA20CF3A25E
137832;;;;;;;;;;;"R Package ""qut""";Software;https://CRAN.R-project.org/package=qut;2016;70C7AB2C-DAA6-4E41-8391-81D8D87DAE34
124902;This compound was developed by Novartis and is currently used as an oral treatment of multiple sclerosis. Our work showed that somewhat unexpectedly, this compound increases BDNF levels in neurons, both in vitro and in vivo. This could be useful in the context of various conditions affecting the function of the nervous system and we recommended this to be further investigated by interested companies.;;;;;;;;;;Fingolimod;Expert/reviewer activity;;2012;14301D0D-BFBE-4E49-8B31-879A4ADD83EE
157076;;"Grob, Nathalie; Mindt, Thomas";;Research institution;;WO 2019/057445 A1;"N. Grob, T. L. Mindt, M. Behe, R. Schibli ";Pending;2017-09-21T00:00:00Z;;Minigastrin derivates, in particular for use in CCK2 receptor positive tumour diagnosis and/or treatment;Patent;;2017;C06F1A9C-780E-40D4-A8B5-7406499209A1
137784;Membre du jury pour la nomination d'un candidat à un poste de maître de conférence en archéologie sur l'Egypte et la Nubie;;;;;;;;;Other administration / public sector;Université de Paris 4 - La Sorbonne;Expert/reviewer activity;;2012;0157164D-1F65-4881-8185-7EEC2E7AA3B5
141001;;;;;;;;;;;http://nice2predict.org: the entire structured prediction framework -- the entire back end and front ends are fully available open source.;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://nice2predict.org;;1030CB50-9FF9-45ED-842E-8DFC1255D20B
169492;;"Arsenijevic, Yvan; Mbefo, Martial";;Research institution;;PCT/EP2019/067784;Fondation Asile des aveugles;Pending;2018-07-09T00:00:00Z;;Inhibition of PRC2 subunits to treat eye Disorders;Patent;;2018;FEADF8BA-021F-4F83-9A17-8EDE075CA19E
140679;;;;;;;;;;;"Whole genome microarray gene expression data deposited to NCBI GEO database:
NCBI GEO database accession No. GSE 42753; GSE 42771; GSE 42813; GSE 46871; GSE 49351.";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;B7C23C3B-4521-444D-9937-66F3F838AEB0
182735;;Romero, Pedro;;Companies;;PCT/EP2021/081610;F. Hoffmann-La Roche AG;Pending;2021-11-15T00:00:00Z;;COMBINATION THERAPY WITH FAP-TARGETED CD40 AGONISTS;Patent;;2021;57B511EB-79FA-46B0-9C22-70B88475B9BA
172763;;;;;;;;;;;Polypheny;Software;https://github.com/polypheny;2020;63E902EA-C175-4978-9AF3-ED7DBC8154EF
156875;Nominated in the Editorial Board;;;;;;;;;Other administration / public sector;Molecular and Cellular Biology (MCB);Expert/reviewer activity;;2015;1D7CE993-B671-4982-B7E9-F6C9628FA884
157019;;;;;;;;;;Other administration / public sector;Reviewer for funding agencies;Expert/reviewer activity;;2014;1B1735E1-2190-4BBF-BF9C-6F1D042BDD37
165625;Projektevaluation;;;;;;;;;Other foundations / NGOs;Leading House for the Latin American Region, University of St. Gallen;Expert/reviewer activity;https://cls.unisg.ch/de/forschung/leading-house/funding-instruments/2018-mobility-grants;2018;6E8B055D-50AC-4D2C-A7A4-5DBF067EFA4E
172775;;"Dao, Trong Phuong; Gambardella, Pietro";;Research institution;;EP20161352.8;;Pending;2020-03-06T00:00:00Z;;Current-driven magnetic domain wall logic;Patent;;2020;FE3B0D28-6289-4FBF-802D-6FA5941A2154
172775;Review Panel, Condensed Matter Physics;;;;;;;;;Other administration / public sector;European Research Council;Expert/reviewer activity;https://erc.europa.eu/;2019;4326F552-F943-43EA-9633-7004F87BBE80
152751;;;;;;;;;;;"Im empirischen Rahmen des Projekts wurde von Susanne Peper an der PH FHNW eine Qualifikationsarbeit (Masterarbeit) im Masterstudiengang Sonderpädagogik mit dem Titel: ""Handlungspraxen und Orientierungen von Schülerinnen und Schülern einer (integrativen) Sekundarschule in Bezug auf die Arbeit mit dem Wochenplan"" (unveröffentlichte Masterarbeit) erstellt und mit sehr gut bewertet. ";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;82795242-D8E0-4B1C-A7D5-6B2ACCA8A09C
133034;;;;;;;;;;;Genetics Tests for Horse Coat Colors (Laboklin): Our research led to the development of commercially available genetic tests for several specific horse coat colors.;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://www.laboklin.com/index.php?link=labogen/pages/html/de/fellfarben/pferd/pferd_splashed_white.html;;E73CF6BA-60FE-4818-9B1B-6E7AAB950A5A
133034;;;;;;;;;;;Genetics Tests for Horse Coat Colors (UC Davis): Our research led to the devlopment of commercially available genetic tests for several specific horse coat colors.;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://www.vgl.ucdavis.edu/services/coatcolorhorse.php;;E4B49A25-2E59-42A3-ABAC-F4538FBF2E1C
135221;;James, Richard W.;;Research institution;;1;;Pending;2014-12-01T00:00:00Z;;The invention relates to novel proteins, complexes and their medical use comprising a lipoprotein and a protein carrying an uncleaved N-terminal signal sequence.;Patent;;2014;6CC58013-A067-424D-941C-EF2D9BC9095E
135361;;;;;;;;;;;Einführung in die Schweizerische Futtermitteldatenbank. Lecture notes.;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;63B2D8D5-597F-4C94-B246-66C30907D5CE
166476;;Christen, Beat;;Research institution;;EP17157132.6;ETH Zürich;Pending;2017-02-21T00:00:00Z;;Evolution-guided multiplexed assembly of DNA parts, pathways and genomes;Patent;;2017;A3464F31-DD70-4BC3-B912-49D18F11229F
132740;;;;;;;;;;Other administration / public sector;"Danish EPA Groundwater Regulation: Based on the results of this study that demonstrated that chloroform in groundwater can have a natural origin, the regulatory limit for chloroform was adjusted to 10ug/L in case chloroform has a natural origin. The isotope method is recommended as the key method to proof a natural origin of chloroform. ";Expert/reviewer activity;;2012;AF84303A-2F49-4617-90B6-4FFF52B29899
153044;;;;;;;;;;;nanogence;Start-up;http://www.nanogence.com;2017;24F683CC-A96A-4685-BDF6-515C5E1DBF91
146546;"Report:
 [2015]. Bastide Loïs, Nass Beatrice, Jenni Kayla, Burton-Jeangros Claudine. “Generating Evidence by Capturing Field Experience from WHO-led Deployments of Risk Communication Experts to Ebola Affected Countries in West Africa”. World Health Organization.";;;;;;;;;Other foundations / NGOs;World Health Organization;Expert/reviewer activity;;2015;69AE4D17-8CAC-4618-9E58-B778E1E1568E
143797;Expertin für eine neue Ausrichtung;;;;;;;;;Other foundations / NGOs;Stiftung;Expert/reviewer activity;;2017;00492F81-A78E-42BD-9893-00C9D2B560CF
134594;Ausgestaltung (Profilierung) der drei Leistungszüge Allgemein/Erweitert/Progymnasial in der geplanten Sekundarstufe I: Verfassen einer Expertise;;;;;;;;;Other administration / public sector;Bildungsdepartement des Kantons Basel-Stadt;Expert/reviewer activity;http://www.fhnw.ch/personen/markus-neuenschwander/publikationen;2012;FC796C1E-97E2-4884-B246-09D2E09BA5DB
134594;Neuenschwander, M. P. & Schneitter, J. (2014). Analyse des Selektionsverfahrens in die Sekundarstufe I im Kanton Aargau. Solothurn: Zentrum Lernen und Sozialisation der PH FHNW.;;;;;;;;;Other administration / public sector;Departement Bildung, Kultur und Sport (BKS) des Kantons Aargau;Expert/reviewer activity;;2014;4147FB8A-276E-421C-B1B9-B46006E46D39
129712;;;;Research institution;;UK 1221246.0;;;2012-11-26T00:00:00Z;;Polymer Blends;Patent;;2012;5D605181-B2DF-4FCF-8D94-51800F3B5BD0
162926;;;;;;;;;;;Receiver for Solar Radiometer;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://www.davos-instruments.ch/products/the-pmo8-radiometer/;;866D8E2A-CD3F-4F72-9EF5-9917E779EC01
129712;;;;Other;;WO 2011045309;;;2011-04-21T00:00:00Z;;Block Copolymers as Thermoplastic Elastomers Made of Polyisobutene Blocks and Oligoamide Blocks;Patent;;2011;6EC7C2F4-421B-4BD9-B0E0-1B051D73F7EE
138401;;;Software;;;;;;;;Unipark;Licences (software and other);http://www.unipark.info/1-0-online-befragungssoftware-fuer-studenten-und-universitaeten-unipark-home.htm;2013;4C92CABF-7F73-4BEA-A441-06982D120FA2
138401;;;Software;;;;;;;;Fluid Surveys;Licences (software and other);https://fluidsurveys.com/;2013;7F783B18-AEA3-47A0-9B86-A06042A2E48D
178878;;;;;;;;;;;"Le logiciel en ligne Qualtrics permet de créer des sondages et de les envoyer par email. Néanmoins, il reste difficile d'envoyer des sondages personnalisés par groupe d'individus répondant à un critère mesuré lors d'un sondage préliminaire. Nous avons développé une interface ""Admin"" qui permet de:
1. sélectionner les individus répondant à un critère mesuré au cours d'un sondage préliminaire Qualtrics et les intégrer dans une cohorte
2. envoyer à chaque cohorte un lien Qualtrics personnalisé

";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://j4u.unil.ch/admin;;6CB4A123-0656-4DE4-B9EB-0CE31F6B3787
163300;;;;;;;;;;;"Im Rahmen des Versuchs mit den Kaninchen konnte gezeigt werden, dass extrudiertes Futter bei Kaninchen eine höhere Akzeptanz als pelletiertes Futter hat, was für Futtermittelfirmen eine wichtige Information ist. ";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://www.granovit.ch/de/aliments/basse-cour/;;EBCEEDE6-27C8-4193-BA1A-458BAFFDE0D0
134704;;;;;;;;;;;@tlas est une application web destinée à établir une nouvelle lecture anachronique de l’histoire de la cartographie. A partir d’un corpus choisi de cartes, un espace de travail dédié à la réalisation de planches met en dialogue différentes altérités cartographiques, venues d’avant, d’ailleurs et de l’art contemporain. Par assemblages et montages successifs, les images s’entrechoquent, se confrontent et nous parlent ainsi autrement pour mieux penser la production des cartes aujourd’hui.;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://bedebmym.preview.infomaniak.com/cosmographies/dist/#;;DA86737A-036E-4E27-BB76-504A3E55901C
156460;;"Bobela-Aebischer, Julianne; Rochat, Cylia";;Research institution;;WO2017013252A1;Technology Transfer Office, EPFL;Pending;2015-07-22T00:00:00Z;;Bicistronic AAV vector for RNA interference in ALS;Patent;https://worldwide.espacenet.com/publicationDetails/biblio?DB=EPODOC&II=0&ND=3&adjacent=true&locale=en_EP&FT=D&date=20170126&CC=WO&NR=2017013252A1&KC=A1;2015;FC7F5DE1-FC02-4407-BDDB-B0389FEFD202
148169;;;;;;;;;;;GliaPharm;Start-up;https://www.gliapharm.com;2016;C46750BF-96F5-4DAA-A0FA-7654B5CA435C
149512;;"Aebi, Markus; Künzler, Markus";;Research institution;;EP16164245;ETH Zürich;Pending;2016-04-07T00:00:00Z;;NOVEL MULTIPLY BACKBONE NMETHYL TRANSFERASES AND USES THEREOF;Patent;;2016;B6CD42EB-9AAC-4868-8B9A-84CE5AE56A42
160027;"Contribution pour la législation : prise de position, au nom de la Faculté de droit de l’Université de Neuchâtel, du 20 juin 2016 sur le droit à l’information successorale dans le cadre de la procédure de consultation sur la révision du droit des successions.
Pour accéder à la prise de position, utiliser le lien aux ""autres prises de positions"" mentionné ci-dessous (p. 379 ss).";;;;;;;;;Other administration / public sector;Office fédéral de la justice;Expert/reviewer activity;https://www.bj.admin.ch/dam/data/bj/gesellschaft/gesetzgebung/erbrecht/ve-organisationen.pdf;2016;39266DB9-F98B-454A-B7F6-BB45722C0AFE
156035;;;;;;;;;;;Martin Zimmermann is using gained knowledge according to the project in his every day teaching and continuo playing;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;BF249D25-8C1C-43F6-8377-70C3A5CAEE71
162343;;;;;;;;;;;Mirrakoi;Start-up;https://mirrakoi.com;2018;4D8AA083-0A58-4ADD-9B52-010590BBA376
134594;Verfassen einer Analyse des Aargauer übertritts in die Sekundarstufe I, Verfassen von Empfehlungen, Vortrag mit dem Departementsvorsteher Bildung (Regierungsrat) zum Selektionsverfahren im Kanton Aargau, Mitwirkung bei der Ausgestaltung der Promotionsverordnung;;;;;;;;;Other administration / public sector;Departement Bildung, Kultur und Sport des Kantons Aargau;Expert/reviewer activity;;2011;47FB7CC4-003A-4CE5-A321-72998922C515
164200;;;;;;;;;;Other foundations / NGOs;"Funding Agencies: European Research Council, DFG, DKH, SNF, ASH, NOW Council for Earth and Life Sciences, NL, etc.

Journals: Cell Stem Cell, Journal of Experimental Medicine, Cell Reports, Stem Cells, Cancer Research, Breast Cancer Research, Differentiation, Stem Cell Reviews and Reports, Protein&Cell, BMC Cancer, Biological Chemistry, JStem Cell Research, Stem Cells and Development, PLoS One, Cancer Letters, Cancers, Journal of Cancer Research and Clinical Oncology, etc.

";Expert/reviewer activity;;2015;F9A3DFF1-BD96-4A2F-8D93-B3FD500D0AA9
126905;;;;;;;;;;;SwissLitho AG;Start-up;;2012;BE632CEB-D718-476D-A90D-94ABE36C74DA
126905;;"Dürig, Urs; Holzner, Felix; Knoll, Armin";;Research institution;2012-04-26T00:00:00Z;US8821965 B2;;Granted;2011-04-29T00:00:00Z;;ACCURATE DEPOSITION OF NANO-OBJECTS ON A SURFACE;Patent;;2011;84D074D8-2929-4513-AFE8-BB1CD11683C0
159547;;;;;;;;;;;POPe (Performance Optimization of Photoelectrodes);Software;https://lrese.epfl.ch/research/page-134145-en-html/;2019;198D1524-151A-40BD-9E44-077E5E2B8BB6
189064;;"Widmaier, Mark; Xin, Lijing";;Research institution;;EP 22 169 601.6;;Pending;2022-04-22T00:00:00Z;;High-Dimensional Parameter Determination based on MR Fingerprinting Measurements;Patent;;2022;7018EAB0-ACE9-46DB-A4A9-4AB864EF4DB3
131829;Review of pre-proposals for the a 2 step submission procedure (27 for 2014) and review of full proposals (1 for 2014);;;;;;;;;Other administration / public sector;Agence National Recherche, France;Expert/reviewer activity;http://www.agence-nationale-recherche.fr;2014;551D1FEE-413D-4D1F-9609-8A996552DFF4
124970;;Bogdanova, Anna Yulievna;;Companies;2010-04-18T00:00:00Z;PCT/EP2010/055077;;Granted;2009-04-23T00:00:00Z;;BLOCKERS OF NMDA RECEPTOR FOR THE TREATMENT OF SICKLE CELL ANEMIA;Patent;;2009;D234DB24-1CAC-49A1-8FE5-87F28C59FAD2
134594;Neuenschwander, M. P., Fräulin, J., Belaid, S., & Muischneek-Feissli, B. (2013). Wirkungen der Selektion - qualitative Begleitstudie. Bericht z.Hd. des BKS AG. Solothurn: Zentrum Lernen und Sozialisation PH FHNW.;;;;;;;;;Other administration / public sector;Departement Bildung, Kultur und Sport (BKS) des Kantons Aargau;Expert/reviewer activity;;2013;FF945D0B-0DE6-4BD1-8A45-8A7F2419845F
162680;;;;;;;;;;;Fragebogen zur Messung von Laufbahnunsicherheit;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;430683FF-EDB8-49BA-A55D-7D003E55AAD5
135227;"Member of the evaluation committee CE21 Toxicology ";;;;;;;;;Other administration / public sector;ANR (France);Expert/reviewer activity;;2014;44525D43-9F1A-43C3-8A04-8DA5E182A2F0
178878;;;;;;;;;;;Online platform that helps job seekers identify and communicate their current skill set;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://recherche-emploi.unil.ch/;;657B1C94-C228-48FD-B441-7B95503E260B
175525;;;;;;;;;;;A mini-Internet is a virtual network mimicking the real Internet. Among others, there are routers, switches and hosts that are located in different ASes. A mini-Internet runs in a single server and is tailored to teach how the Internet practically works. Each components of the network is running in its own dedicated linux container, that are remotely accessible by the students with simple ssh connections.;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://mini-inter.net;;DA47F360-0E33-47EE-878A-7B6E99843CC9
131829;Review of full proposals (7 for 2014);;;;;;;;;Other administration / public sector;Deutsche Forschungsgemeinschaft  (DFG) -Physik, Mathematik, Geowissenschaften, Germany;Expert/reviewer activity;http://www.dfg.de;2014;E7577D45-627A-4A72-9E14-99AACDE05FD2
131829;Evaluation of research proposals (1 for 2011);;;;;;;;;Other administration / public sector;Innovation Research and Incentive Scheme NOW –Netherlands;Expert/reviewer activity;http://www.anvur.org/index.php?lang=it;2011;1AAFD564-9FB6-4D31-B822-4F3B6E6A1F23
131829;Review of articles for National Evaluation (1 for 2012);;;;;;;;;Other administration / public sector;National Agency for the Evaluation of the Italian University System and Research, Italy;Expert/reviewer activity;;2012;721D8252-9490-4DF9-B659-ED9396A06292
120382;Les NRD sont des valeurs guide pour indiquer au radiologue si son protocole correspond à l'état de la pratique.  Le travail effectué dans le cadre de ce projet a permis d'avoir une bonne idée sur la pratique en pédiatrie en Suisse.;;;;;;;;;;Niveaux de référence diagnostiques en tomodensitométrie;Expert/reviewer activity;http://www.ct-consulting.ch/fr/files/2010/12/DRW_franz%C3%B6sisch.pdf;2010;ED6469DC-7EDF-4B10-821F-63EA097172DD
126905;;"Dürig, Urs; Holzner, Felix; Knoll, Armin";;Research institution;2014-11-13T00:00:00Z;WO 2015092570 A1;;Granted;2013-12-19T00:00:00Z;;Multiscale patterning of a sample with apparatus having both thermo-optical lithography capability and thermal scanning probe lithography capability;Patent;;2013;604413DD-688A-4360-8C7B-69C9715D8247
129974;;;;;;;;;;;BEN Energy AG;Start-up;http://www.ben-energy.ch;2011;66333736-75E8-43B7-B207-44E0B356434D
130234;;;;;;;;;;Other administration / public sector;"Expertise génétique; assignation génétique de cannabis saisi par les autorités judiciaires";Expert/reviewer activity;;2013;42D5E903-D108-4790-B759-37DE9D617DCD
163194;;;;;;;;;;;Games In Concert (Unity3D & Max/Msp);Software;https://gitlab.zhdk.ch/GamesInConcert/;2018;07E2AEA9-4FA8-42AE-8CCC-3C2B7429973E
173193;;"Fischer, Dirk; Gross, Elena";;Companies;;WO2018/115158;Universitäts-Kinderspital Beider Basel;Pending;2017-12-20T00:00:00Z;;MIGRAINE PREVENTION AND TREATMENT;Patent;;2017;8C3273EA-E907-4433-B6BD-7F0164513B60
124892;"Aufgrund unserer jahrelanger Bemühungen um die Qualität der ADAMTS13 Methoden wurde ich am 22nd Congress of the Intenational Society on Thormbosis and Haemostasis (ISTH) in Kyotot beauftragt, zusammen mit A. Hubbard, NIBSC den 1st WHO ADAMTS13 plasma standard zu entwickeln. 
Geplanter Abschluss dieses Projektes 10/2014";;;;;;;;;;Development of 1st WHO ADAMTS13 plasma standard;Expert/reviewer activity;;2011;357FC455-D317-432C-917F-4910C58B2E5C
159914;;;;;;;;;;;"Post-tensioned glass beams have been applied in project ATLAS (collaboration with EPFL labs ALICE and MCS) - a glass bench comprising three glass beams spanning 6 metres, simply supported on two concrete blocks. With the support of industrial partners - AGC Verres Industriels SA, BBR VT International Ltd, HUNTSMAN Advanced Materials GmbH, Félix constructions sa – the glass bench will be fabricated and installed at the EPFL campus in September 2017. ";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://aliceblogs.epfl.ch/years/atlas_2016-2017/recent;;AE2B51C3-F092-42C2-BFF7-388553886668
176459;;;;;;;;;;;"Lehrveranstaltung ""Participatory Design""
MA Program FHNW HGK IDCE";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;2BD39475-0C8A-474A-B95B-48E3F97B8902
140679;;;;;;;;;;;"Generation of transgenic mouse lines in frame of the project and deposition to the JAX repository (The Jackson Laboratory, USA).
911818 [C57BL/6Tg(MHCPEBP1)1 Sjaa]; 911819 [FVBNTg(MHCPEBP1)1 Sjaa];
911822 [C57BL/6Tg(MHCGRK-Inh)1 Sjaa]; 911826 [C57BL/6Tg(MHCFASN)1 Sjaa]; 913537 [C57BL/6Tg(MHCFASN)2 Sjaa]; 911830 [C57BL/6Tg(MHCUCP1)1 Sjaa].";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;18BBE299-BC54-4BDD-B9E0-73E331BCBD20
165625;;;;;;;;;;;Briefing Paper für: Social Sciences in Humanitarian Action Platform: Key considerations:changing behaviours & care-seeking practices in the Grand Nord, North Kivu, DRC;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;6B5C5088-8076-4473-A655-8D14A4B3CBFB
182842;;;;;;;;;;;"Emmenegger, L. & Seitz, A. (2021). Wandel der Inlandsadoption in der Schweiz. In: Netz(3), S. 20-23

Wendet sich an Fachpersonen, Adoptiveltern und Politik. Nicht an die Wissenschaft.";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;7844E81C-893D-40CB-BAD6-1590A5D5A0C7
156104;Member of the Evaluation Committee of the Laboratory Mathematics Avignon LMA / University of Avignon (France);;;;;;;;;Other administration / public sector;HCERES;Expert/reviewer activity;;2016;21C8009E-4913-4F6D-9B93-99355D634B65
144399;Evaluation of all bachelors and masters programs in mathematics in Sweden (chaired by K. Hess Bellwald).;;;;;;;;;Other administration / public sector;Swedish Higher Education Authority (UKÄ);Expert/reviewer activity;;2012;1ED6E7B4-E920-41B3-9D5A-8F30350138B6
130838;;"Hemmings, Brian; Xue, Gongda";;Grant holder / project staff;2011-05-05T00:00:00Z;PCT/EP2011/065615;;Granted;2010-09-10T00:00:00Z;;Phosphorylated Twist1 and cancer metastasis;Patent;;2010;58BE047E-A2B6-4F55-AD5B-77AD634C1A42
132815;;"Ostermaier, Martin; Schertler, Gebhard; Standfuss, Joerg";;Research institution;;2013P10683EP;;Pending;2013-06-11T00:00:00Z;;Mutateable ligand-GPCR binding at single amino acid resolution;Patent;;2013;D7A1C875-A079-4023-844D-85510E0F8D9F
175880;;;;;;;;;;;"Inventaire Qualité de l’Apprentissage Dual (IQAD)
Cet instrument est disponible gratuitement en ligne";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://www.iqad.ch/application/home.php;;C2EB01B4-8CB7-4BB1-A6CF-DFC9BBFC40E8
140370;"Begleitung (Beratung und Begutachtung) von einer Studentin zur Bachelorarbeit mit dem Titel: ""Erfahrungen von Männern in der Angehörigenpflege""


";;;;;;;;;;ZHAW Winterthur, Institut für Pflege;Expert/reviewer activity;;2013;564C7256-551E-4F74-81D4-41A477E00DFD
172669;;;;;;;;;;;Analysis software for extraction structure and kinetics from time-resolved XAS datasets;Software;;2018;D3A37F46-0F6A-4E06-86E8-B4E65132A44F
146021;;;;;;;;;;;"Zulassung des Prototypen als Medizinprodukt bei Swissmedic
Sponsor: Universitätsspital Basel, Augenklinik
Referenznummer Ethikkommission: EKNZ 2016-01435
Referenznummer Swissmedic: 2016-MD-0025
Referenznummer EDUAMED: CIV-16-11-017464
";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://www.swissmedic.ch/md;;B4859007-DEAD-449D-96CA-BD62AB29A384
