Award_InvolvedPerson;Award_Title;Award_Year;AwardId;GrantNumber
Lengerke, Claudia;Best Abstract Award, Annual Meeting of the DGHO (Deutsche Gesellschaft für Hämatologie und Onkologie), Basel, Switzerland;2015;9CB2FDE3-C8EB-43F8-A492-9B3511D64D45;149735
Maathuis, Marloes;"Chosen as one of 10 influential papers:
S. Ravizza, J.A.D. Atkin, M.H. Maathuis and E.K. Burke (2013). A combined statistical approach and ground movement model for improving taxi time estimations at airports. Journal of the Operational Research Society 64 1347-1360. (doi 10.1057/jors.2012.123)

";2013;5E1D348F-368E-405D-8DE7-55869275F971;149760
Müller, Christoph;"Honorary member, Swiss Society of Allergology and Immunology ";2016;D87E1BFB-368F-45C1-ADF4-D0CD75AEAAF6;170084
Gerig, Thomas;Grand Challenge Award (1st place) (Shape Symposium 2014);2014;56EA1B63-8C41-4827-BA42-0CE6EF3662BC;153297
Keller, Ursula;OSA Frederic Ives Medal/Jarus W. Quinn Prize;2020;881504C3-44E6-4C26-8E27-73679C8301E4;172644
Decaroli, Chiara;QTech 2020 Poster Prize “Elements of scaling for ion-trap quantum computing”.;2021;D65454B2-D478-4C75-B1A1-9E4761771301;179147
Home, Jonathan;2019 Rolf Landauer and Charles H. Bennett Award in Quantum Computing Recipient;2019;2481B8FE-C48E-487C-8B5F-B22DD647B4DE;179147
"Ogunshola, Omolara; Shalmali, Patkar";Cross-talk between HIF-1 and RhoGTPase signalling: hypoxia-induced cytoskeletal rearrangements at the BBB;2013;17B795E2-8C98-4374-B65D-83CA046D823D;133016
Speiser, Daniel;Daniel Speiser has been appointed Chairman of the Expert Group 'Immunology' (Vaccines) of the National COVID-19 Science - Task Force (since March 2020);2020;0CA9E438-AEC5-4272-947E-27B2DF938C3C;179459
Günther, Detlef;Thousand Talents Program, Wuhan – University, China;2012;6607A1B8-5F35-4AFA-BE20-31C71D84AF12;141292
"Dalferth, Ingolf Ulrich; Rass, Friederike";Abschluss der Dissertation zum Thema des Forschungsprojekts mit summa cum laude;2015;3F17CB61-2882-4FAC-8025-6CD1926E8877;146543
Wac, Katarzyna;IEEE Sensors Council Technical Achievement Award in Sensor Systems or Networks – Early Career;2021;DF4DE627-9445-4D1D-B385-55828B5D5F13;157003
"Norris, David J.; Ott, Florian";EMRS Best Oral Presentation in Symposium;2016;656EEE49-6C33-4F82-A760-AB9B8BB11403;159228
Sethi, Atul;RECOMB Bioinformatics Educ - Travel Grant;2011;F3D77F15-D418-4D6D-8760-D4CE99E72621;130530
Aebersold, Rudolf;Otto Naegeli Prize;2010;70FA564E-D0CD-4639-9968-94403EBDAA53;130530
Taveira, Aline;Scholarship award  Gesellschaft für Virologie;2011;AE4A771F-88B1-49C9-A011-48357099332F;130705
Werner, Wendelin;Honorary doctorate of the City University of Hong Kong;2018;B71F8DA6-4630-46B7-87B8-70132892E8F5;175505
Wang, Yilin;"SwissMAP Innovator Prize 2018


https://www.nccr-swissmap.ch/news-and-events/news/swissmap-innovator-prize-2018";2018;FFEA558D-F37F-40ED-8E97-F71B36990B3E;175505
Staudinger, Philipp;Best Student Paper Award at the Compound Semiconductor Week, Nara, Japan;2019;716E9B25-F064-43C7-94C5-D4A6343BE815;156746
Goldsmith, Gregory;G.R. Goldsmith, 3-Minute Talk Winner, Fellows Symposium, Paul Scherrer Institute, 2016;2016;2A6266B8-7175-4A3E-9B8E-17F051FB4178;153428
Schwab, Martin E.;Eli Lilly Neuroscience Lecture;2009;53A63D74-8A6A-4B46-B65D-911A1AE62A50;122527
Roulin, Alexandre;Champion of Owl Award at World Owl of Fame (Houston, USA).;2021;B98FDC08-68D6-4FAB-95E3-9B8E4BC21178;173178
Scheiermann, Christoph;ERC Consolidator Grant;2020;DCF2F0E3-7055-449B-B192-010E6E2A6D11;182417
"Becker, Minerva; Dulguerov, Pavel; Varoquaux, Arthur Damien";"Magna cum laude Award of the Radiological Society of North America for the  scientific exhibit entitled « DWI MRI and PET MRI after radiation therapy of malignant head and neck tumors : What the radiologist needs to know ». ";2013;6A8DF0B4-CFAE-44B7-8DF3-7CAC2C2DFDC5;135728
"Kleinmann, Martin; König, Cornelius J.";3. Preis für die beste Dissertation der Fachgruppe AOW-Psychologie an M. Debus;2013;6BF1CC9E-605B-4084-BFD6-4861ED5E6DF3;130133
Bodenmiller, Bernd;Genome Technology Tomorrows PI;2012;0815CFAF-3DF5-4A80-BA6E-7351670D0B3A;143877
"Cornuz, Jacques; Rodondi, Nicolas";Award for Research of the Swiss Society of Internal Medicine (SSMI) for a publication in JAMA;2013;8334B533-5CB8-4A66-B69A-E7AFD5C82056;138267
Sykiotis, Gerasimos;"Young Investigator Award by the European Society of Endocrinology for high-scoring abstract submitted
in the European Congress of Endocrinology awarded to my visiting fellow Dr Chartoumpekis";2020;D6F16732-A667-4695-B99C-38CA453B16D6;182105
"Anagnostou, Georgios; Vrakas, Apostolos";The paper ‘A simple equation for obtaining finite strain solutions from small strain analyses of tunnels with very large convergences’ (Géotechnique: Volume 65 Issue 11, November, 2015) was awarded the Geotechnical Research Medal (Prize for best paper in journal). Dr. Vrakas and Prof. Dr. Anagnostou received the Geotechnical Research Medal during a ceremony at Institution of Civil Engineers, UK, on Friday 7th October 2016;2016;8982AC1E-1F69-48FB-BD1B-8D8F4B2ADA02;153433
Amadei, Fabio;LS2 Travel Grant;2018;0F0A2707-B085-493E-A68B-24EA5EA362B5;165868
Carreira, Erick;Lieben Award by the Austrian Chemical Society;2018;A7E49A67-F555-4DA5-A6A0-86A61DE35BB0;172516
Carreira, Erick;Election to the American Academy of Arts and Sciences;2018;BBA64D87-1ED4-4CC3-8B75-86C558817B25;172516
Horenko, Illia;Offer of IPAM/UCLA-fellowship (from the Institute of Pure and Applied Mathematics at UCLA), to become a core participant in the IPAM program on Materials for Sustainable Energy in autumn 2013 (offer declined by the PI, since it would interfere with the teaching obligations of the PI at USI);2013;C3A2015F-8CC5-4B15-8639-180A8816F6AF;131845
Geisler, Markus;Cozzarelli Prize (Class VI) from the National Academy of Sciences (USA);2011;A432387E-6FC1-41FD-B644-F309340BEA21;125001
"Barbero, Andrea; Jakob, Marcel; Martin, Ivan; Pelttari, Karoliina";Baxter Award;2012;EDA56CC9-638B-48BE-A139-A5A22B2B87E8;126965
Vannay, Laurent;"Prime excellence d'assistanat ";2017;9A00A851-7C48-4C46-B0D9-1E3FFE1B7FF3;156001
Adami, Alessandra;Prix pour meilleur poster, Annual Congress of the Italian Physiological Society;2012;B792B145-2186-4DBC-8B99-1E90F52F2FF0;127620
Sakamoto, Junji;Reisestipendiun;2011;35A28BE1-B3F7-44C6-9BE0-6CED9B35AAC3;129660
Oeschger, Christoph;"Pro Helvetia Tandem-Stipendium ""PolARTS: Forscherinnen und Kunstschaffende spannen zusammen""";2020;141767AE-AD99-493F-B061-A894F6525EA5;173038
Oeschger, Christoph;Hans-und-Lea-Grundig-Preis der Rosa-Luxemburg-Stiftung;2019;8509D50B-6957-4BE1-8885-7352A0957F88;173038
Haghighat, Bahar;3rd place prize of MT180 competition at EPFL;2017;A70E3E4F-1252-44DB-B7F3-EF7C958313DB;157191
Sériot, Patrick;prix de faculté/M. Schoenenberger;2012;667E27FD-2C6F-4B7C-95FB-D8A0EF6948BF;135068
Broz, Petr;Jürg Tschopp Basic Life Sciences Award (University of Lausanne);2019;E70E4FB6-BB7D-4C7D-A24E-FAC6F78828E7;175576
Heilig, Rosalie;LS2 Travel Grant;2019;8817E51A-196F-4FEE-9D1E-975F745738D3;175576
Mazzotti, Giulia;Swiss Snow, Ice and Permafrost Society Prize for best oral presentation at the Swiss Geoscience Meeting (students only);2019;8E5C1886-30E9-4F66-90A0-5BF4E40D5584;169213
Gremaud, Gérard;médaille Zener;2011;78A86865-9321-41F9-8E9A-7CB81566E244;126534
Guillarme, Davy;Recipient of the Jubilee medal of the chromatographic society;2018;C8977166-EA34-4C10-9B0A-9B7D01384781;159494
"Dietler, Giovanni; Kasas, Sandor; Stupar, Petar";"Best poster prize at XVIII Annual Linz Winter Workshop, Johannes Kepler University, Linz. January 29 - February 1, 2016 Atomic Force Microscopy Screening of Cancer Cells (Poster). ";2016;99DEB2FA-F8B7-404A-926D-4B4E138311FE;166252
Potenza, Duilio Michele;"Physiology Section of the LS2:  Young Investigator Award ";2017;DD447964-89D0-4408-9AF9-E466B3629570;156375
Juan Diego, Gomez;Prix Latsis de l'Université de Genève attribué à Juan Diego Gomez pour les recherches effectuées pendant sa thèse de doctorat.;2015;7DB668C2-408A-472D-ACE7-38A154DEED36;140392
Sorkine-Hornung, Olga;Intel Early Career Faculty Award;2013;BA7E5BFE-3DD1-4B53-95F3-FE6D7CB2A48D;137879
Roger, Thierry;MDPI publisher, selected for designing the cover page of the December issue of Toxins;2016;F56E9853-4768-427A-B388-A1ED922F4DD7;149511
Lamanna, Marco;"Lila Wallace-Reader's Digest Fellowship
(Villa I Tatti - The Harvard University Center for Italian Renaissance Studies)

vergeben von der Harvard University 

link: https://itatti.harvard.edu/people/marco-lamanna";2019;F0E02C7A-AF25-44C7-AF82-4E6A4331880C;165815
Irla, Magali;Biogen-Dompé research award from the Swiss MS Society to Magali Irla and Stéphanie Hugues;2011;34724274-EB64-4EC7-992C-AF2F4F38C929;127255
Lanza, Michele;"ACM SIGSOFT Distinguished Paper Award (for the paper ""Data-Driven Solutions to Detect API Compatibility Issues in Android: An Empirical Study"")";2019;C2E31C57-260F-443D-93F6-06902BCE99A6;172799
"Braibanti, Marco; Nazzani, Francesco; Trappe, Veronique";"Swiss Chemical Society: Award for the best poster presentation ";2013;C0C61496-C412-4A0A-A960-F6F9DE50562D;138212
Tough, Hannah;"Best PhD Abstract Award of the Swiss School of Public Health (SSPH+):
Tough H, Brinkhof MWG, Siegrist J, Fekete C: The impact of close social relationships on subjective well-being in persons with physical disabilities and their caregiving partners: A longitudinal analysis. 
Oral presentation at Swiss Public Health Conference, Basel, 2017
";2017;231F9E91-F65C-4609-BF1D-70723AE06FBD;153256
Pryce, Christopher;Honorary Professor of Behavioural Neurobiology, Roehampton University, London, United Kingdom;2016;CAB063A3-94FE-4EDD-B2E5-C939F2AD3F11;160147
Roser, Katharina;"Young Scientist Award for Kathrin Roser for at the AT-RASC 2015 URSI Conference 2015 in Gran Canaria, Canary Islands ";2015;FD95737E-7B12-4F4E-919C-B28C7B2844AD;138190
Egli, Christine Maria;Travel Award by Swiss Group for Mass Spectrometry (SGMS);2018;892122A3-C361-4E94-85D8-D8BB9B859834;159809
Krifka, Yannick Michael;Max Plank Institute Stipend;2020;B0AAB8A6-775D-435D-A956-0CA849194BAC;169106
Schreiner, Thomas;"Early PostDoc mobility fellowship:

The role of memory reactivations during wakefulness and sleep";2016;6BAAC5A7-63AF-4EA1-A87A-3B3909DB046A;162388
Schreiner, Thomas;"Late PostDoc mobility fellowship:

Identifying memory reactivations sleep
";2018;9A10D3DD-AAEB-4A37-BEA1-6CEA21AFB29F;162388
Yew, Chow Lih;First Prize for the poster award at the PSC Symposium “Dynamics of Plant Development & Evolution”;2017;D7425FDE-833A-4ADD-B411-E7EE6F0B295C;159767
Shimizu, Kentaro;"NISTEP Award (Award for nice step researchers) from the Minister of Education, Culture, Sports, Science and Technology, Japan ";2015;F96AB26E-0E2A-41EF-BCD4-38C086C749F5;159767
Pedersen, Eva Sophie Lunde;Award for best abstract in patient centered research sponsored by the European Lung Foundation (ELF), European Respiratory Society annual congress, 2022, Barcelona.;2022;61FA5DEF-1549-4CCA-9C56-D41F74E60795;192804
Vijayakumar, Jaianth;Swiss Physical Society (SPS) Best Poster Award 2018;2018;499CCFF4-DF4E-4F4D-A401-C88C11D984AB;153540
"Manzo, Gaetano; Rizzo, Gianluca";Best Student paper award;2017;3DD8CEDF-D379-45DD-93A7-122DA84E13D8;164205
Stewart, Theodora;ETH-Medaille;2016;55238E8E-DB6C-49F4-A63C-3A68432BFE7C;146384
Benedusi, Pietro;SIAM Student Travel Award;2019;90C205A2-D79E-4B4D-972F-61DC8ABBAE04;162199
Igloi, Kinga;Best Oral Communication Prize from the Swiss Society for Sleep Research, Sleep Medicine and Chronobiology.;2013;7097F639-F46D-486F-83FD-1D65CD39026C;135653
Wennemers, Helma;Finalist “Spark Award”, ETH Zurich;2015;B18AF82C-0597-4527-B52D-3D0EFD08D3C3;159858
Wennemers, Helma;Novartis Chemistry Lectureship, University of Illinois–Champaign;2015;ADC56AD7-7A99-4C17-9151-77DB3487978B;159858
Wennemers, Helma;Calvin Lecture, University of California at Berkeley;2017;0A0ACF22-8086-4F20-B648-EE492CC872DA;159858
Wennemers, Helma;Pedler Award, Royal Society of Chemistry, UK;2016;E50584DC-51E4-4F23-AB01-AEC7EE84D32E;159858
Lupina-Wegener, Anna;Honoary title: 江苏省人民友好使者 （Envoy of People’s Friendship of Jiangsu Province). It is awarded by Jiangsu People's Association for Friendship with Foreign Countries. It is a provincial and important honorable title. It is mainly awarded to foreign friends who have made outstanding contributions to the economic and social development of our province and international friendly cooperation.;2020;662C41CE-02E7-41ED-8665-7BB9EA7AAF43;163106
"Schittny, Johannes C.; Stampanoni, Marco";"Best Abstract 2nd price of the 34th SSAI Congress 2017, Malmö/Lund (SSAI; Scandinavian Society of Anaesthesiology and Intensive Care)";2017;B8D0BEBC-F900-432C-AE27-F664426B7A6C;153468
"Ereditato, Antonio; Nirkko, Martti; Wilkinson, Callum";Breakthrough Prize for the Discovery of Neutrino Oscillations;2015;07409025-DE38-4072-A96E-7577F62C6239;163402
Heilbronner, Renée;Stephan Mueller Medal, European Geoscience Union;2016;E336B4D9-8866-4502-8C08-8FD126749387;138216
Huynh, Tan Hop;EMBO Long-Term Fellowship;2019;B57D5CC9-32A7-401A-864B-6843263CF2FB;166663
Voinnet, Olivier;Rossler Prize;2013;42F29E2C-4093-4545-A1F6-F9D126E43693;132907
Deforges, Camille;"Doctoral Thesis Prize, Society for Reproductive and Infant Psychology ";2022;E8558B57-E125-46D1-BD5A-02C2FE6C6ED7;172982
Flück, Christa;Theodor Kocher Prize;2008;433D666A-57FA-4522-8C47-081A41D364BF;113719
"Caflisch, Jon; Chaouch, Aziz; Jenni, Oskar Gian; Kakebeeke, Tanja; Klum, Elisa";Most creative talk at the CRC 2018;2018;3269C422-C777-437B-B193-27C0EEE57319;153273
"Boudoire, Florent; Braun, Artur; Constable, Edwin Charles; Heier, Jakob";"Florent Boudoire, Artur Braun, Edwin C. Constable, Jakob Heier and Rita Toth (MHV Fellow) have been listed as ""Foreign Policy’s 100 Leading Global Thinkers of 2014"". The editors of Foreign Policy chose them based on ""their standout contributions over the past year and their ability to translate important ideas into
action that change and shape the world"".
";2014;86E5209A-4893-4F81-9DAF-D8EEC9A94DC4;137868
Chen, Yen-Chun;Walter-Haug-Stipendium für Literaturwissenschaft der Zeno-Karl-Schindler-Stiftung;2011;DF5FBD9D-618A-4683-A6B6-0EBB5D14EF8C;134925
Kellenberger, Stephan Beat;Omar Alijevic: Biophysical Society Travel award;2017;126719BF-0ADB-4D47-84C2-4D96B11CAF06;153419
"De Brabandere, Nicole; Schiesser, Giaco";"Grading of the PhD: With distinction (mit Auszeichnung). 
Defense: Nov 11, 2017 at Kunstunviersität Linz";2017;DEC1DAB4-46EB-499A-8BB5-F283293B2ABC;159845
Sommer, Tobias;ETH Zürich medallion for exceptional thesis;2013;F3DD581D-490F-4B99-A198-846462F1E46D;122183
Kromer, Heiko;Doktorandenpreis des Paul Scherrer Instituts und des Nuklearforums Schweiz, NES PhD Day 2017, Bester Beitrag des 2. Doktoranden-Jahres für Heiko Kromer;2017;70056C73-8A4D-47DB-8D8E-41A871F39549;162411
Ravagnani, Alberto;Prix Nexans;2017;331CEC78-BB7E-4BEB-92C9-E92037EC1696;150207
Scaramuzza, Davide;Best Paper Award Finalist at RSS’15;2015;A3C5EF74-442A-4B70-86AA-B055DE66ACD3;143607
Feng, Jiandong;Chinese Government Award for Extra-Outstanding Self-Financed Students Abroad;2016;9851AFAE-1B2F-4D40-8EBA-63C49DE421B9;153653
Cao, Wei;Chinese Government Award for Outstanding Self-financed Chinese Students Abroad (5000 US $);2010;411B9DF0-BAB2-492A-BEC8-C6CB6B502E87;125124
Malinverni, Duccio;Best Poster of the Institute of Bioengineering Day;2015;91F2EBA5-E386-4F3C-BAE5-1844E24BAC12;163042
Sandi, Carmen;"'EuroTechPostdoc' programme (Marie Sktodowska-Curie COFUND project under
Horizon 2020)";2018;90F5FBDC-933C-4725-914D-70AE2E22C1A4;176206
"Rion, Nathalie; Rüegg, Markus Andreas";"Selection for ""the people behind the papers""";2019;3A71D30A-ABE6-4D92-AE81-182356116A9B;169845
Kaiser, Marco;Best poster;2018;16D2E56D-D00A-4377-9BA3-D5D760A9A48C;169845
Diana, Flores-Dominguez;Selection for poster blitz;2017;AE2C9A76-F284-4115-AC7E-A60480414653;169845
Blümel, Sena;•	Moti L. and Kamla Rustgi International Travel Award of the American Gastroenterological Associatio;2013;3ED25CE1-0522-42E5-B921-7A341C25175A;125333
Schöller, Robert;Zweijähriges Stipendium für fortgeschrittene Forschende (SNF);2012;99807A75-8E8C-4478-8D93-B959978DE6FB;134925
Vullo, Sabrina;Sabrina Vullo: Travel award for the participation at the Biophysical society 61st annual meeting, obtained from the FONDATION POUR L'UNIVERSITE DE LAUSANNE;2016;9E2FECA2-BEA4-46C5-BB09-046C91A0DD46;153419
Werner, Sabine;Elected to the Stiftungsrat and Stiftungsratsausschuss of the SNF;2015;360C3258-E9A9-4A59-9823-FBAC9EF1DB53;149878
Bijlenga, Philippe Alexandre Pierre;Synthes price for scientific research in Neurosurgery;2009;C78B2853-1D78-43EF-B06F-B3A98C8A3A0C;116770
"Compagno, Loris; Farinotti, Daniel; Huss, Matthias";"Swiss Snow, Ice and Permafrost Society Prize
for the best poster presentation at SGM 2020
";2020;CE4F9129-31B0-4D9D-9951-76DF28EE4B3E;184634
Filarsky, Michael;Prize for best oral presentation at the Molecular Approaches to Malaria Conference;2016;1E4169D9-9212-498C-84FD-27E403D0D567;163258
Shakas, Alexis;Prix de la Commune d’Ecublens;2018;9E910491-9ECF-48DE-842B-ACEDD6AC44B4;146602
Löffler, Jörg F.;"Senior Scientist Award, International Symposium on Metastable, Amorphous and Nanostructured Materials.
This distinction honors a person with a brilliant research career and/or with outstanding scientific contributions to any of the topics covered by the Symposium";2015;27327220-F779-4916-9C3C-27AD23DD1FC8;157058
Quinsaat, Jose Enrico;Second presentation prize at the PhD Student’s Symposium 2014 at Empa in St. Gallen on 21st October, 2014.;2014;BD54D33C-BEFC-4254-9FB9-6CD06525AABC;149115
Bastida-Ruiz, Daniel;Denber-Pinard Thesis Excellence award;2021;8D68B623-E591-42FA-8FD9-DFDC2C776A6F;163395
Kaessmann, Henrik;Cloëtta Prize;2014;E8236057-6267-483E-8228-DFD5813B5085;146474
Diederich, François;"European Academy of Sciences and Arts, Member ";2016;9C11C421-C342-4B99-B074-1D42DD326FEA;159802
Oswald, Kirsten Joan;ETH Medal for outstanding doctoral thesis;2016;46938DE9-407A-4B4D-B2DF-9D51EC6A8337;135299
Hu, Xile;National Latsis Prize;2017;4AE530B2-3231-4B2E-8111-37F3DC2885A7;172486
Diederich, François;"Cram Memorial Lecturer, UCLA, Los Angeles ";2010;47A83B9B-00DC-426A-8CB5-AB368FFFF224;124337
Moyat, Mati;"Travel grant & National Scholar Award. UEG week, Barcelona.
Interleukin-22 is a critical mediator of vaccine-induced reduction of Helicobacter infection in the mouse model";2015;A0B29994-4E16-49EA-864C-DFA353C414F4;141145
Garcia Dominguez, Andrés;Best Oral Presentation Organic Chemistry Session of the Swiss Chemical Society;2017;4F45AAC3-E595-40BF-9AFD-0EE5FC9BEE8C;165862
Lenarzcyk, Pawel;Best student paper award at International Conference on Simulation of Semiconductor Processes and Devices (SISPAD 2016);2016;A4633C14-23AA-4261-9806-A826548D6D39;149495
"Ercolani, Chiara; Martinoli, Alcherio";Best poster award at the IIE Green Days 2022 (research retreat of the EPFL Environmental Engineering Institute);2022;ED9E4B03-2D43-4AF8-B8EF-E70BFF73C913;175809
"Fässler, Matthias; Fontana, Flavio; Scaramuzza, Davide";AAAI Best Video Award Finalist;2016;5D53519A-B11E-4604-BC31-D4008D832DEF;143607
Schoepfer, Alain;"Jahrespreis der schweizerischen Gesellschaft für Allergologie für das paper ""development and validation of  a symptom-based activity index for adults with eosinopilic esophagitis"", Grindelwald, February 6th, 2016 (Auszeichung für Dr. Alain Schoepfer)

";2016;EFBF7DF7-A2DF-45E3-94DA-BB10BC0DFAEA;135665
Lacour, Jérôme;Taiwan Chemistry Research Promotion Center Visiting Lectureship;2014;3B48E1EA-4A9E-4991-8D0A-9D9BB37742AF;146666
Nida-Rümelin, Martine;"Prix Jean Nicod 2019

[Awarded annually since 1993 by the French National Centre for Scientific Research (CNRS), the Jean Nicod Prize recognizes outstanding research in the philosophy of mind or the cognitive sciences.]
";2019;24B2BB51-0D70-410F-9C76-8C5DD15AE035;166320
"Mahecic, Dora; Manley, Suliana";Ville de Lausanne Award;2022;FC00D570-D4AC-4A14-B02E-F6B295A30BAE;182429
Hu, Xile;"Bau Family Award in Inorganic Chemistry ";2016;0816E05B-04AF-4E04-B6A2-C5080914F40F;162362
Hu, Xile;National Latsis Prize;2017;0E406A9C-4D04-4FC9-8547-02DF115E8269;162362
Barben, Maya;Retina Suisse Award 2017, best oral presentation;2017;01FF4CEC-81B1-474F-AD4F-DC472B94EAEB;149311
Jinek, Martin;International Research Scholar Award, Howard Hughes Medical Institute;2017;1641222E-6E2E-4110-A06A-9B0C82CB0FA1;149393
Hehn, Markus Florian;Jakob Ackeret Award for doctoral thesis;2014;134017B2-508D-4E2A-88D6-97B390B289B6;138112
Capelo, Pedro;"Forschungskredit Fellowship  (Universität Zurich) ";2018;0AE4C510-2897-4948-A717-147532461326;165922
Blondel, Alain;Schmidt Heiny foundation for the Baby-MIND project;2016;8068F95E-6527-4F6F-B70B-79221A78B40D;157149
"Ivy-Ochs, Susan; Steinemann, Olivia";"Michael J. Kirkby Award, British Society for Geomorphology
for best paper:
""Quantifying glacial erosion on a limestone bed and the relevance for landscape development in the Alps""";2021;432BC12A-FF04-4968-AA58-596E8652591B;175794
Oettinghaus, Björn;"Grant of the Forschungsfonds of Basel University for project: 

Stressed to death: UPR contribution to the lethal metabolic phenotype of CNS-specific ablation of mitochondrial fission ";2014;294B7166-8EAF-44F6-B738-C22F6D05E56F;127308
Cihova, Martina;ETH Medal for outstanding doctoral thesis;2020;7C1C07CF-7575-435A-B308-B1E8193F91E6;157058
Pandey, Amit V.;Young Investigator Award, Swiss Society for Endocrinology;2007;87C6D4CE-736B-4DE7-85B5-D7FB45B39C84;113719
"Holliger, Klaus; Ruggeri, Paolo";Best Student Paper Award GeoHydro2011;2011;519F699B-FCE0-4383-AABB-85B4421EECC8;126782
Lengerke, Claudia;Award of the Swiss Society of Hematology for the best work in Experimental Hematology, Geneva, Switzerland;2014;8D807B30-9372-4FA6-A431-474C1AB803CC;149735
"Boccard, Julien; Codesido Sanchez, Santiago; Rudaz, Serge";Best Oral Presentation 2nd prize – Young Chemometrician Award to S. Codesido “Interpretable class prediction in metabolomics: Bayes meets PLS trees» S. Codesido, J. Boccard, S. Rudaz, Chimiométrie 2020, Liège (Belgium);2020;C11652DA-A906-4296-A14A-57F5891F17CA;166658
Gerig, Thomas;Student Travel Award (MICCAI 2014);2014;201CECE7-6D85-4F9D-85B3-F9C1AEA6E03E;153297
Jung, Kwangmin;S. S. Huebner Doctoral Colloquium Fellowship;2019;E353F77C-C3C9-4E69-BF93-964C696DF66B;178935
"Béard, Elidie; Braissant, Olivier; Hanna-El-Daher, Layane";"Best “laboratory research” oral presentation & poster to L.Hanna-El-Daher, 2013
Annual Research Meeting of the Pediatrics Department, CHUV (25.01.2013).
(L.Hanna-El-Daher, E.Béard, H.Henry, M.Loup, O.Braissant, 2013: Creatine deficiency and guanidinoacetate accumulation in a new model of GAMT deficiency by AAV2-transduced RNAi in 3D organotypic brain cell cultures in development).";2013;8F609CF4-14CD-4FC1-B518-85EE9A780A73;130278
Bally, Lia;Swiss Society of Endocrinology and Diabetes: Award for the best oral presentation of a clinical research project, annual SGEDM (Swiss Society of Endocrinology & Diabetes Meeting);2014;8DDE0571-5985-4D27-A283-4A8B801600B7;149321
Vatiero, Massimiliano;Visiting fellowship of the Comparative Corporate Governance and Finance Program at Harvard Law School;2015;C0B42B5F-30D5-401F-8ADD-6510AD2C00AF;150158
Montaruli, Teresa;Prix Wurth 2 University of Geneva, Faculté de Sciences to my student Tessa Carver who worked with me on the discovery of an AGN on the thematics of the project but paid by third parties;2019;58CE6F2D-9615-4909-B768-C838885B889A;165902
Bertolazzi, Simone;"Prize for best oral presentation, 
Single-layer MoS2 at the interface with dielectric materials: transport properties and emerging devices. Oral presentation at Workshop on Dielectrics in Microelectronics (WODIM), Cork, Ireland, June 2014.";2014;7734033C-90F7-4A48-A3CD-34A5A56D05D2;138237
Günther, Detlef;Einstein Visiting Fellow, Einstein-Fundation Berlin;2012;9A9FC4DF-69D1-4E19-BF09-7575C712C95A;141292
Roger, Thierry;Prix de Faculté 2013 (au Dr Matteo Mombelli);2013;87D8FD60-7EB9-4BB8-A424-26BA16F3ABDE;132744
Schulthess, Anja Nora;"Jahrespreis des Schweizerischen Sozialarchivs 2019 ";2019;B0E23FC0-F9DA-42FE-AA0F-0872F99B00C2;162865
"Kelley, William L.; Villaneuva, Maite";Our Article Villanueva (2021) was selected by the editors as the featured cover of the July 2021 issue of Antibiotics.;2021;16E790A9-074E-4A86-946F-BE51360A5BD1;146540
Wac, Katarzyna;"TEDMED Research Scholar ";2015;ACC5214C-8A29-4BB3-898C-B83AD077B72D;157003
Wac, Katarzyna;Consultancy to Novartis Pharma AG, Switzerland on “Digital Health & Future of Medical Education”;2017;CB31E35A-CF97-4024-83FD-5E37A0BDCDD7;157003
"Atkins, Penny; Blauth, Michael; Christen, Patrik; Collins, Caitlyn; Müller, Ralph; Ohs, Nicholas";Caitlyn J. Collins, Finalist, ORS New Investigator Recognition Award (NIRA);2020;A861C878-01B8-4125-BEBE-2D2C7E9D78E0;170205
"Farhat, Mohamed; Kobel, Philippe; Supponen, Outi";"Gallery of Fluid Motion Award for the best movie
By the American Physical Society Division of Fluid Dynamics 
November 2014, San Francisco, USA
Video: APS-DFD (dx.doi.org/10.1103/APS.DFD.2014.GFM.V0084)";2014;254FC129-3D70-41F4-8EA2-CD2DE3BC7866;144137
Rickli, Hannes;Fellow am Collegium Helveticum 2016 bis 2020 (Trägerschaft: ETH Zürich, Universität Zürich, Zürcher Hochschule der Künste) https://collegium.ethz.ch/;2016;922EDFB2-F63B-4484-924F-90DAC3D3C976;141362
"Galliker, Patrick; Schneider, Julian Roman";Venture Kick;2012;B3A50649-A4F3-4270-9C2E-B1FB26068AE9;125041
"Armingeon, Klaus; Guthmann, Kai";Annual Prize for the best article in Socio-Economic Review (How the Euro divides Europe, SER 2016, together with Kai Guthmann and David Weisstanner);2017;5F6F144F-13CD-4131-A61A-D0624294E8AE;146033
Echeverri, Santiago;Finalist at the Prize for Young Researchers: Sixth Edition (2015-2016) - Francophone Society for the Philosophy of Science (SPS) - University of Lausanne (Switzerland), June 29-July 1, 2016;2016;3B0A1E7A-AE7E-4EBD-902D-C9298F6B5F53;150265
Sucher, Justine;"IS-MPMI International Congress Travel Awards​​​​
The 2014 IS-MPMI XVI International Congress Travel Awards are were named in honor of Dr. Ko Shimamoto. Dr. Shimamoto made notable contributions to the fields of flowering and plant immunity that brought him respect and recognition worldwide.";2014;F0856F26-AC8D-41A0-A01D-A1FC77904E3B;144081
Diederich, François;Hofmann lecture, Imperial College;2009;1CA2012E-8B4B-4BC8-B11E-EBA6A2A6121B;124336
