GrantNumber;KnowledgeTransferEvent_Date;KnowledgeTransferEvent_Event;KnowledgeTransferEvent_InvolvedPerson;KnowledgeTransferEvent_Place;KnowledgeTransferEvent_TargetGroup;KnowledgeTransferEvent_Type;KnowledgeTransferEvent_Url;KnowledgeTransferEventId
170404;2019-05-23T00:00:00Z;"SAGW-Transfer-Veranstaltung ""Übergänge von der Sekundar- zur Tertiärstufe""";Meyer, Thomas;Fribourg, Switzerland;Other administration / public sector;Talk;https://sagw.ch/sagw/archiv/veranstaltungen/follow-up-2019/tagung-uebergaenge-von-der-sekundaer-zur-tertiaerstufe-23-mai-2019-fribourg/;8DB24B11-FF23-4D59-9D9D-6F750D15235D
170404;2019-10-23T00:00:00Z;"Gesprächsreihe ""Geschlecht - Bildung - Profession""";Hupka-Brunner, Sandra;Solothurn, Switzerland;Other administration / public sector;Talk;;95D8A592-52E6-4558-B3A5-EE508A7B0821
170404;2019-10-03T00:00:00Z;17. Bildungstag Jugendarbeit Graubünden:  Ohne Erstausbildung = ein Risikofaktor?! Chancen und Zugänge der Kinder- und Jugendförderung;Hupka-Brunner, Sandra;Chur, Switzerland;Other administration / public sector;Talk;;119F58DD-5E0F-4254-89A9-EB37273F0F2E
202550;2022-02-09T00:00:00Z;Gyn-onkologisk Vintermøte;Siegenthaler, Franziska;Oslo, Norway;Other administration / public sector;Talk;;CA76DEE7-544A-4764-9FA9-767B1AC64FB2
213262;2022-11-18T00:00:00Z;Languages and Lives in Deaf Communities;;Bern, Switzerland;Other foundations / NGOs;Self-organised;https://www.csls.unibe.ch/forschung/csls_projekte/languages_and_lives_in_deaf_communities/index_ger.html;3AA6D6BC-47E7-4629-8D0B-1E25C5652020
207294;2022-02-22T00:00:00Z;Seminar Universität Basel, Abteilung für Religionswissenschaft: Fasnacht als Wahrnehmungsraum – Ritualtheorien und Religionsaisthetik, zusammen mit prof. Jürgen Mohn;;Basel, Switzerland;Other foundations / NGOs;Self-organised;https://vorlesungsverzeichnis.unibas.ch/de/semester-planung?id=265606;22E2811A-9CF4-435A-A774-9EBD96B1CA81
141604;2012-06-01T00:00:00Z;Training of interships;Kwon-Roth, Nam-Hee;Fribourg, Switzerland;Other administration / public sector;Performances, exhibitions (e.g. for education institutions);;D4E083F6-5699-434C-8575-9F2472F4DA78
186820;2019-09-18T00:00:00Z;Le recours à des thématiques religieuses et culturelles dans les démarches pédago-giques au péril des prescriptions, de la reconnaissance et de la rhétorique politique;;Genève, Switzerland;Other administration / public sector;Self-organised;https://aric2019.hes-so.ch/fr/conferences-14062.html;1CF38C68-37FE-4318-B31D-F34036212545
163620;2015-10-16T00:00:00Z;Tagung: Dante in Svizzera;;Bern, Switzerland;Other administration / public sector;Self-organised;;9711832B-28E4-4174-AD53-F3C334079619
154258;2014-06-06T00:00:00Z;Workshop mit externen Experten;;Zürich, Switzerland;Industry / private companies;Self-organised;;C4CF7B11-8712-4593-8367-9CA85BE420F5
177061;2020-08-24T00:00:00Z;Flurgang Sortenvergleich Mais, Anbau von Soja und Esparsette;"Dohme-Meier, Frigga; Lazzari, Giovanni; Schrade, Sabine";Salenstein, Switzerland;Industry / private companies;Poster;;FCDD4856-7B30-46B1-8820-1F9BF45208B0
168187;2020-07-06T00:00:00Z;AgriCo Meeting;;St. Aubin, Switzerland;Other administration / public sector;Self-organised;https://www.agrico.swiss/en/;55E5BBBE-EC3B-47AF-919B-1E786754C30C
147833;2014-09-25T00:00:00Z;"Edith Boissonnas. ""Une joie de vivre, animale, me secoue""";;Neuchâtel, Switzerland;Other administration / public sector;Self-organised;http://bpun.unine.ch/page.asp?sous_menu1=expositions&sous_menu2=0;50A6FD05-BA2E-4CDF-9884-1ADE44A04043
167561;2016-06-20T00:00:00Z;Führung Nietzsche in Basel;"Wienand, Isabelle; Wild, Markus";Basel, Switzerland;Other administration / public sector;Performances, exhibitions (e.g. for education institutions);;5E2E8D92-0A5F-4631-9D94-719B870B9BE2
153975;2016-03-02T00:00:00Z;SPF Industry Day 2016;;Rapperswil, Switzerland;Industry / private companies;Self-organised;;A680EBE3-6BD4-4C6F-8FD3-C1EF1577F902
153975;2015-03-04T00:00:00Z;SPF Industry Day 2015;;University of Applied Sciences Rapperswil, Switzerland;Industry / private companies;Self-organised;;A2EC318C-40DF-4D02-AC99-F13F9A01786A
134464;;;;;;;;11CA3E2A-7F45-4B57-A6FF-42C67D53423B
213873;2022-09-26T00:00:00Z;International Symposium on Robotics Research, ISRR 2022;"Billard, Aude; Prabhakar, Ahalya";Chateau de Bossey, Switzerland;Other administration / public sector;Talk;;50AAA51D-BEE2-4AB7-9583-433753300F32
179904;2019-05-28T00:00:00Z;"Séance de coaching destinée à de futurs requérents Ambizione ";Naef, Patrick;Université de Genève, Switzerland;Other administration / public sector;Workshop;;51DD09C9-D615-4EBC-AF6F-1AA3EB0906F3
135348;2015-03-11T00:00:00Z;Die Ukraine-Krise: Fachkommission der SP Schweiz;Schmid, Ulrich;Bern, Switzerland;Other administration / public sector;Talk;;1195CB70-4247-4AE0-8DB1-C59BD27D86AE
135348;2017-11-22T00:00:00Z;Ukrainian regionalism;Schmid, Ulrich;Swiss Foreign Ministry, Switzerland;Other administration / public sector;Talk;;66990EE6-FC6B-429D-88AF-99E89C63731A
142353;2015-09-30T00:00:00Z;TTI/Vanguard: COLLABORATION AND THE WORKPLACE OF THE FUTURE;Ciampaglia, Giovanni Luca;Washington, D.C., United States of America;Industry / private companies;Talk;http://www.ttivanguard.com/conference/2015/collaboration.html;62AAF770-22D2-45D2-B670-749A1DF3E132
144794;2013-01-25T00:00:00Z;Tagung zu Migrationspolitik - Wi(e)der die Integrationsmaschinerie;Bachmann, Susanne;Bern, Switzerland;Other administration / public sector;;http://cfd-ch.org/d/migration/politik/tagung.php;540A8544-ADAD-4A46-8439-750EBEBC0AFB
144717;2017-05-11T00:00:00Z;The Demographic Dividend and Fertility Trends in Sub-Saharan Africa;;Paris, France;Other administration / public sector;Self-organised;;E75CBC41-B188-49D8-BF5E-7682F652E7C0
183717;2019-07-10T00:00:00Z;"Gymnasium - Student Outreach: Microfabrication at the CMi Clean Room ";;Lausanne, Switzerland;Other administration / public sector;Self-organised;https://actu.epfl.ch/news/two-mint-classes-from-gymnasium-lerbermatt-koniz-d/;1ABB35AC-9D2D-4F3E-8E9B-20F819A6B47B
170547;2019-12-05T00:00:00Z;"Cosmic Beer: The Second Draft ";Kennedy, Joseph;Geneva, Switzerland;Other administration / public sector;Talk;https://www.facebook.com/cosmicbeergeneva/;0B6B824A-1FD1-45B1-95C5-23D1711F5586
170547;2019-12-05T00:00:00Z;Cosmic Beer: The Second Draft;;Geneva, Switzerland;Other administration / public sector;Self-organised;https://www.facebook.com/cosmicbeergeneva/;181B6AD4-9DF9-447C-A9DF-4EC082166D6C
132770;2013-11-05T00:00:00Z;"Bodenfachtag 2013 ";Mayer, Jochen;Linz, Austria;Industry / private companies;Talk;;1898BE04-6E92-4A6E-A36F-471FD54F61B3
163707;2017-09-04T00:00:00Z;Summer School „Traum und Vision“;"Braun, Christopher; Forster, Regula";Zürich, Switzerland;Other administration / public sector;Performances, exhibitions (e.g. for education institutions);;99C2DDD3-1F3E-4065-9877-1D9F607B7105
163707;2018-03-24T00:00:00Z;Alchemie, Kunst, Religion und Traum;Forster, Regula;Kreuzlingen, Switzerland;Other foundations / NGOs;Talk;;23C750BB-60D0-41A0-8D27-7171651DAB13
157444;2018-02-21T00:00:00Z;Seminar zu Euripides' Troerinnen, ZHdK Zürich;Martin, Gunther;Zürich, Switzerland;Other administration / public sector;Talk;;0003E28A-FB7B-43CA-8ADF-EBE2F593CACC
157444;2018-01-18T00:00:00Z;Hochschultag der Mittelschulen;Martin, Gunther;Zürich, Switzerland;Other administration / public sector;Talk;;9BECAD35-39B6-4B63-A163-EFC53B7BBC97
143092;2014-10-23T00:00:00Z;Federal Administration Forum;"Grêt-Regamey, Adrienne; Keller, Armin";Ittigen, Switzerland;Other administration / public sector;Talk;;31F48F26-A844-4CB1-8D92-C13B1487B75D
143092;2016-03-11T00:00:00Z;Austausch zur Planung von Vex;Grêt-Regamey, Adrienne;Sion, Switzerland;Other administration / public sector;Talk;;FCA9F2AB-A583-49F8-90FC-731E15CEA7C4
143092;2015-05-12T00:00:00Z;ARE interne Weiterbildung: Entscheidungsunterstützende Systeme für eine sektor- und gemeindeübergreifende Raumentwicklung;Grêt-Regamey, Adrienne;Ittigen, Switzerland;Other administration / public sector;Talk;;33F0A44C-8580-4F60-817A-47163BDDAFB7
123373;2010-12-01T00:00:00Z;Tag der Forschung (SNF);Petri-Fink, Alke;Fribourg, Switzerland;Other administration / public sector;;;0412FDE7-A1AD-41CC-987E-1847C5DC79EC
123373;2011-03-10T00:00:00Z;Société Fribourgeoise des Sciences naturelles;Petri-Fink, Alke;Fribourg, Switzerland;Other administration / public sector;;;AD9A921C-DB14-4C4F-905C-1BC016637560
129314;2011-08-25T00:00:00Z;"""Gleichstellung der Geschlechter"", Informationsanlass im Frauenpavillon";Nentwich, Julia;St. Gallen, Switzerland;Other foundations / NGOs;Talk;;FACD0ABA-2A9C-494C-99BA-44C8B01139A6
129314;2014-02-27T00:00:00Z;Jour Fixe Familie: Nicos Puppe und Sophies Lastwagen;Schälin, Stefanie;Basel, Switzerland;Other administration / public sector;Talk;;84209152-1533-4929-9CE2-9146D51836E2
139013;2014-05-03T00:00:00Z;Waldameisen in der Schweiz;Schwander, Tanja;Près d'Orvin, Switzerland;Other foundations / NGOs;Performances, exhibitions (e.g. for education institutions);;5D76110C-E284-4BD2-B874-C0C2F3AA9EB4
139013;2014-02-05T00:00:00Z;LS2 - Assistant Professor round table discussion;Schwander, Tanja;Lausanne, Switzerland;Other administration / public sector;Performances, exhibitions (e.g. for education institutions);;9E075BB7-D10F-432D-8490-E9D8722B2161
119115;2008-12-16T00:00:00Z;Le poids des mots, le choc des images : la propagande dans l'Antiquité, cours public;;Université de Genève;"Education; Other";;;FC62A36C-A243-479C-A3D0-F1737059DEA8
119115;2010-02-16T00:00:00Z;"Le sacrifice humain et les historiens des religions ";;Université de Lausanne;Education;Self-organised;;3881C54F-4A2F-406C-9494-C4B4C4702C3E
130518;2012-06-18T00:00:00Z;“Light dosimetry in biological tissues”, ESP Photobiology School;"Huntosova, Veronika; Wagnières, Georges";Brixen/Bressanone, Italy, Italy;Other administration / public sector;Talk;http://www.esp-photobiology.it/school.html;0D08AF46-0AD4-44A6-9012-1A4FD53BCBDB
190069;2021-06-04T00:00:00Z;"Presentation of the emerging concerns about bottled water ";Morvant, Solene;El Salto, Jalisco, Mexico;Other foundations / NGOs;Talk;;564B5A93-EE1E-47C9-BF2C-EF80EB03560F
177069;2018-09-13T00:00:00Z;INSIM Conference;Kolbe, Michaela;Aschaffenburg, Germany;Other administration / public sector;Talk;;816E6196-D29A-44B2-8F09-C48C38F066D4
135190;2012-01-26T00:00:00Z;Introduction to plant metabolomics Interuniversity Doctoral Program in Organismal Biology;;"University of Neuchâtel ";Education;Self-organised;http://www2.unine.ch/dp-biol/welcome/program/courses2012/metabolomics;E9CDBC0D-37CC-425E-9444-982AA3A176B3
152905;2018-01-16T00:00:00Z;Wir hören mit dem Gehirn;Meyer, Martin;Buchs (SG), Switzerland;Other foundations / NGOs;Talk;;98801F43-C00B-4CD4-BD30-9548DEE51D83
152905;2018-03-03T00:00:00Z;Verstehen wir Sprache mit den Ohren oder mit dem Gehirn?;Meyer, Martin;Basel, Switzerland;Other foundations / NGOs;Talk;;A006C5EC-99DA-40E9-8D1B-708B050BF1AD
152905;2015-01-08T00:00:00Z;Lernt das Gehirn ein Leben lang?;Meyer, Martin;Mauren, Liechtenstein;Other foundations / NGOs;Talk;;3A74A23B-A5D6-4A31-A799-1893C0A3E804
152905;2017-11-04T00:00:00Z;Gutes Hören ist ein Schlüssel für gesundes Altern;Meyer, Martin;Olten, Switzerland;Other foundations / NGOs;Talk;;14DDDC65-912B-40A8-9756-41C527E50E17
152905;2017-07-04T00:00:00Z;Neuropsychologische Aspekte Plastizität und Lernen im Alter;Meyer, Martin;Zürich, Switzerland;Other foundations / NGOs;Talk;;30CFA2DF-4596-4751-91D9-EE5CE37F88CC
156185;2017-04-23T00:00:00Z;Times of Waste – Was übrig bleibt;"Bürgin, Mirjam; Caminada, Anselm; Caviezel, Flavia; Demleitner, Adrian; Mertens, Marion; Volkart, Yvonne";Basel, Switzerland;Other administration / public sector;Performances, exhibitions (e.g. for education institutions);https://times-of-waste.ch/de/ausstellung/;0C2615B5-F7DD-4DB5-BB08-7554B3911F68
156185;2019-03-10T00:00:00Z;Dialogische Führung zur Ausstellung Times of Waste – Was übrig bleibt;;Winterthur, Switzerland;Other administration / public sector;Self-organised;https://www.gewerbemuseum.ch/ausstellungen/times-of-waste;8E083524-D395-4D9F-B502-4A79C1A088AB
170104;2019-11-21T00:00:00Z;Ökoakustik: Die Tonspur des Klimawandels;"Maeder, Marcus; Volkart, Yvonne";TV Einstein SRF , Switzerland;Other administration / public sector;Talk;https://www.srf.ch/play/tv/einstein/video/oekoakustik-die-tonspur-des-klimawandels?id=b075b9e9-a1cf-4b2d-89bb-772d5317ef4b;D0A25744-925C-4BB7-A1B3-F5B382F45DA9
170104;2018-10-08T00:00:00Z;Ecodata. Exhibition;;The National Library of Latvia, Riga , Latvia;Other administration / public sector;Self-organised;https://festival2020.rixc.org;D25B0198-C11E-49FD-A4D1-748824A16D94
170104;2020-07-24T00:00:00Z;Critical Zones. Horizonte einer neuen Erdpolitik;"Maeder, Marcus; Smite, Rasa";Zentrum für Kunst und Medientechnologie ZKM Karlsruhe, Germany;Other administration / public sector;Performances, exhibitions (e.g. for education institutions);https://critical-zones.zkm.de/#!/detail:about;75C86963-8151-42C1-B39E-4C78EC73DD20
160114;2018-05-22T00:00:00Z;Assessment of the Intercalibration Campaign for Gas Measurements in Lake Kivu;Schmid, Martin;Magdeburg, Germany;Other administration / public sector;Workshop;;C302B138-B8A9-41AD-A3CB-7846E7FC863B
130553;2013-06-18T00:00:00Z;Kinder- und Jugendpsychiatrische Klinik der Universitären Psychiatrischen Kliniken Basel;Pihet, Sandrine;Basel, Switzerland;Other administration / public sector;;;05334053-8AE2-4246-BDE0-776DEABD8551
130553;2013-10-30T00:00:00Z;Department of Psychology of the University of Aconcagua;"De Ridder, Jill; Pihet, Sandrine; Suter, Maya";San Antonio, Chile;Other administration / public sector;;;D01BFA85-A357-41E9-ABDA-7A3DA3858860
130553;2014-06-06T00:00:00Z;Rencontre de psychologie scolaire du Département de Psychologie de l'Université de Fribourg;Pihet, Sandrine;Université de Fribourg, Fribourg, Switzerland;Other administration / public sector;;;B333BB11-001F-44DD-BBD1-C4D773E655D1
130553;2011-10-21T00:00:00Z;Lunchtime Seminar of the University of Fribourg;Pihet, Sandrine;Fribourg, Switzerland;Other administration / public sector;;;D0651101-F1F8-4246-9653-9D7962249427
147180;2013-04-02T00:00:00Z;Schulbesuche, Hirn & Schlaf;;Boulder, CO, USA, United States of America;Other administration / public sector;Self-organised;;346250A6-D867-455B-A219-1F55DB183E55
166261;2020-02-10T00:00:00Z;Colloque transversal médico-infirmier de l'Hôpital de l'Enfance, DFME, CHUV: « Discussions et réflexions partagées II. Quelques résultats obtenus dans le cadre du projet PASSE »;"Bonnard, Sarah; Rossi, Ilario";Hôpital de l'Enfance, CHUV, Lausanne, Switzerland;Other administration / public sector;Talk;;D044BB6C-1B7D-4522-BBC0-1EB8F44EDB4B
162702;2017-09-22T00:00:00Z;Tagung des Schweizerischen Instituts für Kinder- und Jugendmedien: Unendliche Geschichten;Bertschi-Kaufmann, Andrea;Zürich, Switzerland;Other administration / public sector;Talk;https://www.sikjm.ch;DBE06E68-9F36-424E-9A58-F6A7401287DC
160603;2018-06-02T00:00:00Z;Tag der offenen Tür Limnologische Station: Die mikrobielle Welt des Zürichsees;;Kilchberg, Switzerland;Other administration / public sector;Self-organised;;45195F84-01AC-4671-A09E-CA6C63E26111
163424;2019-09-03T00:00:00Z;Workshop on : efficient visualization and annotation of natural extract metabolite profiles with molecular networks;;Innsbruck, Austria;Industry / private companies;Self-organised;http://www.ga2019.at/topics/workshops.html;00A83414-60B5-46AE-8A9F-1F951DFF74F4
146336;2014-06-13T00:00:00Z;"POLNET+ ""Statistical Network Models"". Beitrag: Computer Tutorial on the statnet and xergm R packages.";Leifeld, Philip;Konstanz, Germany;Other administration / public sector;Workshop;;B47185E8-A490-427A-B34B-20ADFBCB3686
167223;2020-10-01T00:00:00Z;"World Health Summit 2020 - “A Call to Action for Health Data Governance” ";Vayena, Effy (Eftychia);Online, Switzerland;Other administration / public sector;Talk;;F1304C61-8E3F-4E5C-AB6F-7783E1C80113
159671;2019-03-16T00:00:00Z;"Disability on stage. Erfahrungsbericht im Rahmen des Events ""Quando la cultura è inclusiva. Handicap e pari opportunità nella vita culturale"" im Museo d'arte della Svizzera italiana Lugano";Quadri, Demis;Museo d'arte della Svizzera italiana Lugano, Switzerland;Other administration / public sector;Talk;;DA3003FC-E3C6-41EF-A87C-21EFC334255E
159671;2017-06-08T00:00:00Z;"""Die geprobte Republik"". Ein Einblick in den Schnittprozess des Films im Rahmen des Wildwuchs Festival Basel";"Marinucci, Sarah; Schmidt, Yvonne";Alte Universität, Basel, Switzerland;Industry / private companies;Workshop;;82CB18AF-696C-469B-8606-2312DA7765A0
159671;2018-09-15T00:00:00Z;Filmvorführung: Freie Republik HORA mit anschliessender Diskussion am Grenzenlos Kultur Theaterfestival Mainz;"Jahnke, Nele; Schmidt, Yvonne";Staatstheater Mainz, Germany;Industry / private companies;Performances, exhibitions (e.g. for education institutions);;0BB44509-76CA-4A90-B1C9-98DBFD7065A3
159671;2017-05-26T00:00:00Z;"""DisAbility on Stage"", Workshop im Rahmen des Schweizer Theatertreffen in Lugano";"Marinucci, Sarah; Quadri, Demis; Schmidt, Yvonne";Lugano, Switzerland;Other administration / public sector;Workshop;http://rencontre-theatre-suisse.ch/de/spectacles-2017/disability-on-stage.html;A559817C-2208-46A6-A105-9BE45CE49C4E
169727;2019-11-19T00:00:00Z;Ergebnispräsentation Einrichtung C;;Zürich, Switzerland;Other foundations / NGOs;Self-organised;;B8D3F9BC-1F30-4CE3-BDDD-49843FDE0A91
165794;2019-03-21T00:00:00Z;9. Luzerner Transport- und Logistiktage - Vertragslogik in der Logistik - Möglichkeiten und Grenzen der Gestaltung von Logistikverträgen;;Luzern, Switzerland;Industry / private companies;Self-organised;;D19F3F34-1762-4643-8F87-F27E36FB4E2F
134534;2013-09-18T00:00:00Z;Konferenz der Internationalen Raiffeisen Union (IRU);Taisch, Franco;Luzern, Switzerland;Industry / private companies;;;950DBDE9-6250-4C2A-9928-20E50FD81F61
134534;2012-09-06T00:00:00Z;Die Rechtsform der Genossenschaft - veraltet oder topmodern?;Taisch, Franco;Kreuzlingen, Switzerland;Industry / private companies;;;24D95CBC-08C3-4A4B-8332-F842FDB61A8B
156561;2018-11-05T00:00:00Z;Using research synthesis and qualitative research methods within an implementation research framework in the context of SRHR research in LICs and LMICs;;Lausanne, Switzerland;Other administration / public sector;Self-organised;https://www.who.int/reproductivehealth/hrp_alliance/courses/en/;86AFA2BC-F498-4E57-BD16-C559CCD66DF2
152905;2014-12-02T00:00:00Z;"Was Hänschen nicht lernt, lernt Hans nimmermehr!"" - Mythos oder Wahrheit?";Meyer, Martin;Zürich, Switzerland;Other foundations / NGOs;Talk;;D648BB8E-CF1F-4C52-942A-EA6D3CA1E66B
152905;2017-09-19T00:00:00Z;Warum gutes Hören ein Thema für die Psychologie ist - zum Zusammenhang zwischen Hörproblemen, Neuroplastizität und Verhalten in Beruf und Freizeit;Meyer, Martin;Zürich, Switzerland;Other foundations / NGOs;Talk;;3057C87C-0234-4D7A-A8B9-F14C9AF3745B
176780;2019-04-04T00:00:00Z;"Séminaire de la Fondation Agalma : L'""après-coup"" dans l'art, les neurosciences et la psychanalyse ";de Riedmatten, Henri;Genève, Switzerland;Other foundations / NGOs;Talk;https://www.agalma.ch/;7650A31E-C3E6-4CB6-A12D-983B1A9F18D5
176780;2019-04-04T00:00:00Z;"Séminaire de la Fondation Agalma : L'""après-coup"" dans l'art, les neurosciences et la psychanalyse (en collaboration avec François Ansermet et Pierre Magistretti)";;Genève, Switzerland;Other foundations / NGOs;Self-organised;https://www.agalma.ch/;3FC6FBA8-9588-48CA-9906-1CBF2BFBBD1B
129333;2011-09-06T00:00:00Z;Commission fédérale des affaires féminines;Storari, Chiara;Berne, Switzerland;Other administration / public sector;Talk;;D315A963-AAB2-45A3-9E9F-19F0E5C78CF7
133692;2015-09-25T00:00:00Z;"Gesangsmanieren: Aspekte vokaler Wiedergabepraxis 1600-1950 ";Bassani, Florian;Bern, Hochschule der Künste – Musik, Switzerland;Other administration / public sector;;;E0CB1321-7963-4CE5-8BC7-72BF1224C867
156800;2018-08-27T00:00:00Z;17th Workshop on Targetry and Target Chemistry (WTTC17);Schibli, Roger;Coimbra, Portugal;Other foundations / NGOs;Talk;https://wttc17.organideia.pt/en/home/welcome/;08FDAAFB-684B-461F-9FAD-40A35BDC0E14
156800;2015-10-19T00:00:00Z;Scientific workshop on isotope production and targetry;"Haller, Stephanie; Mishra, Anil Kumar; Schibli, Roger";Paul Scherrer Institute, Switzerland;Industry / private companies;Workshop;;9074EEFB-0074-4CC1-8223-15D8F5D4BBA0
128616;2015-06-25T00:00:00Z;Zusammenhänge zwischen Teamarbeit, Burnout und Patientensicherheit;;Olten, Switzerland;Other administration / public sector;Self-organised;;543C8CA1-C919-4FBF-A11D-16F79FF44FAC
183140;2020-03-04T00:00:00Z;«Sex und Virtualität» in der Reihe «6xSex»;Krause, Florian;Luzern, Switzerland;Other foundations / NGOs;Talk;;074EFCBA-776E-4ABB-BBA4-F16C57CC90B6
123530;2012-05-31T00:00:00Z;Wiedereinstieg und Wissenschaft - Transfertagung Familien(zeiten) in Wissenschaft und Forschung;Grether, Thorana;Aachen, Germany;Other administration / public sector;;;761D25CF-4779-4339-AA4A-EF0112A9D344
146100;2014-05-12T00:00:00Z;FIBRE Conference 2014 - 2nd Conference on Forest Innovation by Research & Education;Arbellay, Estelle;Vancouver, Canada;Industry / private companies;Poster;http://www.fibrenetwork.org/events/event2014/;2933CD85-AB30-4DEE-956B-EC2162D9CE87
172890;2018-10-17T00:00:00Z;"Invited talk at ESMA (European Securities and Markets Authority) with the title ""Climate stress-test of the EU financial system""";Battiston, Stefano;Paris, France;Other administration / public sector;Talk;;E34C30B0-BACA-4315-9EE2-4705899EC20F
177480;2019-09-10T00:00:00Z;Workshop: Valorization for agroforestry residuals in the Philippines;;UP Los Baños Campus, Laguna, Philippines;Other administration / public sector;Self-organised;;0AFAF3C5-54D7-42B4-BC83-C1179EA8CDD8
176938;2019-07-12T00:00:00Z;Workshop at advAIsor AG, Zürich;"Perri, Vincenzo; Petrovic, Luka; Scholtes, Ingo";Zürich, Switzerland;Industry / private companies;Talk;;0D6FA791-2650-4631-A726-94278240F122
140022;2013-06-18T00:00:00Z;Talk at Cullinan Studio;Comi, Alice;Reading, Great Britain and Northern Ireland;Industry / private companies;Talk;http://www.edwardcullinanarchitects.com/;FC2DEE76-A6A7-4295-BFCA-939E47F54A3A
140022;2012-04-13T00:00:00Z;"Presentation to the Industry Advisory Board of the Design Innovation Research Centre (Presentation title: ""Visual Objects and Practices in Design and Construction"")";Comi, Alice;Design Innovation Research Centre, Reading, UK, Great Britain and Northern Ireland;Industry / private companies;Talk;http://www.reading.ac.uk/designinnovation/Aboutus/di-advisory-boards.aspx;88298874-18CD-4660-A63F-1C102D5DC75A
176917;2019-03-21T00:00:00Z;Das Magnetfeld - Die (un?)sichtbare Kraft, Schnuppertag für Maturandinnen;Biedermann, Andrea Regina;Bern, Institut für Geologie/Fakultät Naturwissenschaften, Switzerland;Other administration / public sector;Talk;;9B29E30B-FECC-472F-9F87-197316178335
187203;2020-09-14T00:00:00Z;Exhibition “The City as Energy Landscape,”  Accademia di architettura, Mendrisio, Sept. 14-Oct. 30, 2020;;Mendrisio, Switzerland;Other administration / public sector;Self-organised;;DD643AEA-C79F-41B4-85F2-BEBE61619A25
187203;2020-01-22T00:00:00Z;Stadtklima und Architektur. Anmerkungen zur Gestaltungsfrage in der Stadtklimadebatte;Roesler, Sascha;Cabaret Voltaire, Zurich, Switzerland;Industry / private companies;Talk;https://www.zbv1954.ch/archiv/2019-20/;8AB222A6-8AD6-44DA-A0FC-C2EE9C6EBBF4
170664;2020-01-30T00:00:00Z;Combined Gascuel-Robinson-Rechavi-Anisimova-Waterhouse Lab Retreat;"Feron, Romain; Reijnders, Maarten; Ruzzante, Livio; Waterhouse, Robert";Torgon, Switzerland;Other administration / public sector;Workshop;;E63367AF-59D6-41B3-8D45-956A3F42F76A
170664;2019-03-27T00:00:00Z;Curation clinic, Gordon Research Conference on Tropical Infectious Diseases;Waterhouse, Robert;Galveston, United States of America;Other administration / public sector;Workshop;https://www.grc.org/tropical-infectious-diseases-conference/2019/;AC639838-8638-4999-B80F-6D5FDFE0CF23
170664;2018-06-20T00:00:00Z;SIB Swiss Institute of Bioinformatics: Long reads applied to plant genome assembling;Waterhouse, Robert;Lausanne, Switzerland;Other administration / public sector;Workshop;https://www.sib.swiss/training/course/2018-06-Long-Reads;DABB764A-B614-4F9E-851D-EF62A0764B00
166187;2016-09-07T00:00:00Z;Nero, der komische Kaiser (Workshop zum medialen Auftritt des römischen Kaiserhauses);Eigler, Ulrich;Müchen, Germany;Other administration / public sector;Workshop;;285E0918-F59E-4673-B89B-6E3262768031
128463;2012-08-12T00:00:00Z;"Session ""Challenges from life"" in the Workshop on Micro-structure setting and aging of cement: from soft matter physics to sustainable materials";;CSF MOnte Verità- Ascona, Switzerland, Switzerland;Industry / private companies;Self-organised;http://softcem2012.ethz.ch;5C5DE68E-C9F9-4FA8-8A50-19093D2F6CEA
143063;2016-04-29T00:00:00Z;Versuchsbesichtigung Studierende ETH;;Leuzigen, Switzerland;Industry / private companies;Self-organised;;12A0523B-B8A7-4045-8356-EFAD1BBBDDE0
174752;2017-12-04T00:00:00Z;(Organisation of) International summer school for women social workers;;University of Fernando de Pessoa, Portugal;Other foundations / NGOs;Self-organised;;CE37A37C-E071-4E0A-9AE8-F087C185ECF0
165297;2016-10-21T00:00:00Z;Beyond the Basics - Cambridge Advanced Insulin Pump Therapy Course;Bally, Lia;Cambridge, Great Britain and Northern Ireland;Other administration / public sector;Talk;;AF2FF704-ECE2-45FE-B626-C2F3767F9D0B
122156;2009-09-16T00:00:00Z;Von der Absicht zur Entscheidung für ein Studium - Erste Ergebnisse aus einer Längsschnittuntersuchung zur „geschlechts(un-)typischen“ Studienwahl von Maturanden/innen. Weiterbildung Akad. Studienberatung Aarau, 2009;Bieri Buschor, Christine;Zürich, Switzerland;Other administration / public sector;Talk;;95B0FED5-3AB7-46EE-90D9-6DEF95B14A3E
122156;2011-09-26T00:00:00Z;Männer und Frauen in „geschlechts(un-)typischen“ Berufs- und Studienfeldern. 2. Treffen mit Projektpartner/-innen und Expertinnen/Experten, 2011;;Zürich, Switzerland;Other administration / public sector;Self-organised;;367990B8-C2A8-4DB8-96FE-407BD48B8635
122156;2009-11-13T00:00:00Z;Geschlechts(un)typische Studienwahl: Warum werden Männer (nicht) Primarlehrer und Frauen (nicht) Ingenieurinnen? Referat an der Tagung „Männer im Grundschullehramt“, Universität Hamburg, 2009;"Berweger, Simone; Kappler, Christa";Hamburg, Germany;Other administration / public sector;Talk;;386CD0C1-85BD-4104-8ED1-4264C4C04F1B
